playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"832","null","Josh Morgan","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"925","null","Jamaal Charles","RB","KC","RB","KC","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"927","null","Justin Forsett","RB","BAL","RB","BAL","null","15.1661","null","null","44","44","null","null","1.0477","null","null","null","17.0485","11.87","4.5889","null",
"929","null","BenJarvus Green-Ellis","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"941","null","Ray Rice","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"949","null","Jonathan Stewart","RB","CAR","RB","CAR","null","10.8672","null","null","97","97","null","null","0.3124","null","null","null","12.2056","7.4491","3.592","null",
"1030","null","Mario Manningham","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1032","null","Jordy Nelson","WR","GB","WR","GB","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1060","null","Gary Barnidge","TE","CLE","TE","CLE","null","11.8486","null","null","86","86","null","null","0.5312","null","null","null","16.0023","9.83","6.1144","null",
"1062","null","Martellus Bennett","TE","CHI","TE","CHI","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1072","null","Jermichael Finley","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1581","null","DeSean Jackson","WR","WAS","WR","WAS","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1966","null","John Carlson","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1992","null","Craig Stevens","TE","TEN","TE","TEN","null","0.8925","null","null","382","382","null","null","0.0703","null","null","null","1.7867","0.05","2.4673","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","13.4673","null","null","67","67","null","null","0.0619","null","null","null","16.6016","11.26","4.3363","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","null","9.4132","null","null","121","121","null","null","0.2813","null","null","null","10.9068","4.053","3.0809","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","12.9737","null","null","73","73","null","null","0.4193","null","null","null","13.8726","10.23","10.2352","null",
"4381","null","Garrett Hartley","K","FA","K","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","0.0166","null","null","470","470","null","null","0.0089","null","null","null","0.0305","0","7.7948","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","5.2634","null","null","238","238","null","null","0.5151","null","null","null","7.4839","2.217","4.0284","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0.3935","null","null","422","422","null","null","0.0517","null","null","null","0.586","0","7.3595","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","9.861","null","null","114","114","null","null","0.2704","null","null","null","13.6161","6.2","6.8661","null",
"71247","null","James Casey","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0.3516","null","null","425","425","null","null","0.0333","null","null","null","0.606","0","5.4429","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","8.1598","null","null","155","155","null","null","0.027","null","null","null","8.7315","6.9537","3.8814","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","12.9717","null","null","74","74","null","null","0.0535","null","null","null","15.4437","9.3835","5.1025","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","8.8481","null","null","139","139","null","null","0.1995","null","null","null","9.2735","6.6976","3.4883","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","10.9725","null","null","93","93","null","null","0.0489","null","null","null","12.368","8.25","1.9837","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","1.2755","null","null","352","352","null","null","0.0212","null","null","null","2.2032","0","3.142","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.4995","null","null","413","413","null","null","0.0182","null","null","null","0.9346","0.01","4.6025","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","17.3163","null","null","22","22","null","null","0.7542","null","null","null","18.6459","13.35","6.9461","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","1.553","null","null","341","341","null","null","0.1221","null","null","null","3.2161","0","7.6561","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","15.8897","null","null","35","35","null","null","0.2324","null","null","null","18.0546","10.89","6.2981","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.063","null","null","367","367","null","null","0.0221","null","null","null","1.8241","-0.0689","4.4133","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.7868","null","null","19","19","null","null","1.3012","null","null","null","19.4023","14.261","3.496","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","3.4513","null","null","286","286","null","null","0.1411","null","null","null","5.6953","0.6189","5.4772","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","12.6894","null","null","80","80","null","null","0.4605","null","null","null","15.79","0","9.9659","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","5.2439","null","null","239","239","null","null","0.1142","null","null","null","6.1173","3.5256","4.1644","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2047","null","null","442","442","null","null","0.0153","null","null","null","0.3601","-0.074","5.1086","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","14.5189","null","null","55","55","null","null","1.2313","null","null","null","15.3935","12.334","3.1212","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","5.7713","null","null","223","223","null","null","0.0193","null","null","null","6.5998","4.87","4.7737","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","5.0842","null","null","246","246","null","null","0.4363","null","null","null","5.9626","3.6042","3.6911","null",
"89798","null","Antone Smith","RB","CHI","RB","CHI","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.5893","null","null","178","178","null","null","0.1804","null","null","null","8.9288","5.4849","5.3362","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","7.9839","null","null","163","163","null","null","0.753","null","null","null","8.3257","6.76","5.6247","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","4.5904","null","null","256","256","null","null","null","null","null","null","6.1908","3.1","5.7429","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","9.3106","null","null","124","124","null","null","0.1475","null","null","null","10.5839","4.0639","5.0432","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","8.5335","null","null","143","143","null","null","0.4574","null","null","null","10.0544","8.2","6.0901","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","10","null","null","108","108","null","null","0","null","null","null","6.9901","0","8.9786","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","10","null","null","108","108","null","null","0","null","null","null","6.9901","0","8.9786","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","5.6001","null","null","230","230","null","null","0.4287","null","null","null","6.8941","3.8","3.5953","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.0709","null","null","213","213","null","null","0.1417","null","null","null","7.2288","2.9","4.7077","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","10","null","null","108","108","null","null","0.3447","null","null","null","6.9901","0","8.9786","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.4333","null","null","203","203","null","null","0.2424","null","null","null","7.6651","4.6","3.3952","null",
"100011","null","Packers","DST","GB","DST","GB","null","10","null","null","108","108","null","null","0.7239","null","null","null","6.9901","0","8.9786","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","4.9452","null","null","248","248","null","null","null","null","null","null","7.1423","0.2","3.469","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.5714","null","null","199","199","null","null","0.1168","null","null","null","7.8161","4.9","3.2946","null",
"100014","null","Colts","DST","IND","DST","IND","null","6.0308","null","null","215","215","null","null","0.2814","null","null","null","6.5087","2.937","2.979","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","5.2215","null","null","240","240","null","null","0.1113","null","null","null","7.6593","2.4","3.0079","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","5.6713","null","null","226","226","null","null","0.0386","null","null","null","6.8966","2.7","3.0315","null",
"100017","null","Rams","DST","STL","DST","STL","null","9.2416","null","null","126","126","null","null","0.2608","null","null","null","9.9053","8.0082","5.8194","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.6652","null","null","227","227","null","null","0.2544","null","null","null","5.6544","3.47","4.3714","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.2618","null","null","205","205","null","null","0.1665","null","null","null","7.4231","4.9","3.4533","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","8.1291","null","null","158","158","null","null","0.1257","null","null","null","9.4574","6","2.745","null",
"100021","null","Patriots","DST","NE","DST","NE","null","6.457","null","null","200","200","null","null","0.0142","null","null","null","7.1029","5.3251","4.5113","null",
"100022","null","Saints","DST","NO","DST","NO","null","6.4523","null","null","201","201","null","null","0.1047","null","null","null","6.9509","4.1543","3.8938","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.1199","null","null","212","212","null","null","0.069","null","null","null","7.0608","1.7818","2.1651","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","5.0991","null","null","244","244","null","null","0.3313","null","null","null","4.7439","4.2","5.4387","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","7.2332","null","null","184","184","null","null","0.3331","null","null","null","8.6008","5.0307","2.6478","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","8.023","null","null","162","162","null","null","0.4144","null","null","null","10.1315","6.5","4.1157","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","8.6318","null","null","141","141","null","null","0.3005","null","null","null","9.2823","3.1547","4.06","null",
"100028","null","Chargers","DST","SD","DST","SD","null","5.8275","null","null","220","220","null","null","0.1593","null","null","null","7.6718","2.7324","3.1175","null",
"100029","null","49ers","DST","SF","DST","SF","null","5.1213","null","null","242","242","null","null","0.0991","null","null","null","6.2619","3.3","3.099","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","9.0846","null","null","130","130","null","null","0.3302","null","null","null","9.5752","6.5841","6.5942","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","7.2287","null","null","185","185","null","null","0.7145","null","null","null","8.4142","6.1","4.6232","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","8.877","null","null","138","138","null","null","0.2944","null","null","null","9.8142","4.0906","2.7561","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","1.1136","null","null","366","366","null","null","0.09","null","null","null","2.2457","0","3.0015","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","17.9512","null","null","17","17","null","null","0.2384","null","null","null","19.8448","14.9","4.0427","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","14.9549","null","null","47","47","null","null","0.0819","null","null","null","17.1506","12.1816","3.0807","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","1.041","null","null","370","370","null","null","0.0209","null","null","null","1.9079","0","7.0301","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","6.9609","null","null","187","187","null","null","0.2051","null","null","null","8.8719","3.7509","3.6914","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","9.0303","null","null","132","132","null","null","0.3066","null","null","null","11.8335","4.7537","4.6254","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","2.1093","null","null","322","322","null","null","0.0782","null","null","null","3.6689","0","4.4283","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","2.8369","null","null","307","307","null","null","0.1263","null","null","null","3.6304","1.6217","5.1913","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","6.5802","null","null","198","198","null","null","0.2381","null","null","null","9.1551","2.56","4.6253","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","8.1886","null","null","154","154","null","null","0.1632","null","null","null","9.2262","6.53","2.8863","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","8.381","null","null","150","150","null","null","0.2171","null","null","null","10.3247","5.149","5.2176","null",
"497206","null","James Starks","RB","GB","RB","GB","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","3.311","null","null","290","290","null","null","0.0452","null","null","null","4.0918","2","4.2505","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.7287","null","null","330","330","null","null","0.0879","null","null","null","2.9502","0.593","2.8351","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","4.1","null","null","268","268","null","null","0.1588","null","null","null","4.5357","3.03","4.4252","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","13.6099","null","null","63","63","null","null","0.2888","null","null","null","16.7509","11.55","6.2532","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","4.1821","null","null","266","266","null","null","0.1082","null","null","null","4.9727","1.851","2.6922","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","16.358","null","null","28","28","null","null","2.216","null","null","null","19.5007","13.51","5.69","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.2668","null","null","353","353","null","null","0.1471","null","null","null","2.5668","0.22","2.7095","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.4488","null","null","418","418","null","null","0.113","null","null","null","0.9363","0","5.2275","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.2704","null","null","436","436","null","null","0.0472","null","null","null","0.5453","0","5.7048","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0.1044","null","null","458","458","null","null","0.0529","null","null","null","0.1634","0","6.9773","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","0.8316","null","null","384","384","null","null","0.0198","null","null","null","1.6715","0","1.8961","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.1584","null","null","452","452","null","null","0.0312","null","null","null","0.3492","0","7.4078","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0.0957","null","null","460","460","null","null","0.065","null","null","null","0.1603","0","8.9187","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","6.8281","null","null","191","191","null","null","0.6093","null","null","null","9.4815","4.0229","3.845","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","13.9302","null","null","59","59","null","null","0.2521","null","null","null","18.1828","11.0479","5.5177","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","1.2446","null","null","355","355","null","null","0.0648","null","null","null","2.134","0.13","3.5697","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","5.3306","null","null","236","236","null","null","0.1349","null","null","null","12.4928","0","17.3398","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0.4781","null","null","416","416","null","null","0.0583","null","null","null","0.9161","0","5.9909","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","2.849","null","null","306","306","null","null","0.2225","null","null","null","4.9531","0","4.3228","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","13.4844","null","null","66","66","null","null","0.031","null","null","null","15.4746","10.8849","3.5283","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","12.8757","null","null","77","77","null","null","0.7675","null","null","null","15.5588","10.27","6.7791","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","5.9408","null","null","217","217","null","null","5.2698","null","null","null","8.9904","0","9.7001","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","10.0099","null","null","106","106","null","null","0.0618","null","null","null","11.4602","7.272","4.0515","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","6.9288","null","null","188","188","null","null","0.383","null","null","null","8.6847","4.1369","3.9833","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","5.3786","null","null","235","235","null","null","0.0894","null","null","null","7.7651","0.13","4.8081","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","15.715","null","null","37","37","null","null","0.3483","null","null","null","17.2702","11.8812","2.9416","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","2.0389","null","null","325","325","null","null","0.1641","null","null","null","3.8441","0","4.312","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","2.9773","null","null","301","301","null","null","0.0786","null","null","null","5.6517","0.26","6.4531","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","15.7554","null","null","36","36","null","null","0.265","null","null","null","18.209","11.41","4.4493","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0994","null","null","459","459","null","null","0.0209","null","null","null","0.1563","0","8.1622","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.8109","null","null","388","388","null","null","0.2277","null","null","null","1.4932","0","3.9196","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","3.3648","null","null","289","289","null","null","0.1294","null","null","null","3.7475","1.9797","6.5514","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.4797","null","null","146","146","null","null","0.0747","null","null","null","9.711","6.3131","3.6647","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","10.4145","null","null","102","102","null","null","1.0022","null","null","null","12.0656","6.79","6.334","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.4748","null","null","344","344","null","null","0.166","null","null","null","2.8004","0.06","3.7812","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.2201","null","null","358","358","null","null","0.0933","null","null","null","1.9813","0.39","6.117","null",
"2495315","null","Denarius Moore","WR","BUF","WR","BUF","null","4.1902","null","null","264","264","null","null","0.0595","null","null","null","6.746","0.6","5.4285","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","3.4498","null","null","287","287","null","null","0.1164","null","null","null","5.7726","-0.0994","10.2947","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.4032","null","null","345","345","null","null","0.1172","null","null","null","1.8078","0.6207","4.9756","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.2844","null","null","351","351","null","null","0.0133","null","null","null","1.7554","0.5971","3.2827","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","11.5066","null","null","88","88","null","null","0.5282","null","null","null","15.191","7.41","7.5135","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","8.4047","null","null","149","149","null","null","0.2477","null","null","null","9.4688","6.5","3.0572","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5271","null","null","411","411","null","null","0.1306","null","null","null","0.9563","0","4.6664","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","1.0408","null","null","371","371","null","null","0.088","null","null","null","2.2343","0","3.3969","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
