playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"925","null","Jamaal Charles","RB","KC","RB","KC","null","15.354","null","null","26","3","null","null","1.4543","null","null","null","17.0345","13.5194","6.48","null",
"927","null","Justin Forsett","RB","BAL","RB","BAL","null","11.0536","null","null","55","12","null","null","0.1132","null","null","null","12.1832","8.62","5.8907","null",
"929","null","BenJarvus Green-Ellis","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"941","null","Ray Rice","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"949","null","Jonathan Stewart","RB","CAR","RB","CAR","null","11.787","null","null","47","9","null","null","0.4856","null","null","null","14.4268","6.7736","6.6593","null",
"1030","null","Mario Manningham","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"1032","null","Jordy Nelson","WR","GB","WR","GB","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"1060","null","Gary Barnidge","TE","CLE","TE","CLE","null","3.1482","null","null","283","30","null","null","0.1016","null","null","null","3.9175","0","2.657","null",
"1062","null","Martellus Bennett","TE","CHI","TE","CHI","null","7.8141","null","null","136","5","null","null","0.3449","null","null","null","11.0329","5.6706","7.3492","null",
"1072","null","Jermichael Finley","TE","FA","TE","FA","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"1581","null","DeSean Jackson","WR","WAS","WR","WAS","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"1966","null","John Carlson","TE","FA","TE","FA","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","6.5387","null","null","176","50","null","null","0.1996","null","null","null","8.0241","4.3869","2.5347","null",
"1992","null","Craig Stevens","TE","TEN","TE","TEN","null","0.5298","null","null","434","70","null","null","0.0235","null","null","null","1.0712","0","2.1048","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","8.3215","null","null","118","30","null","null","0.1336","null","null","null","9.4621","6.24","5.4746","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","null","4.8776","null","null","223","66","null","null","0.1043","null","null","null","6.654","2.836","1.3053","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","8.2384","null","null","122","30","null","null","0.1659","null","null","null","9.0672","6.52","4.38","null",
"4381","null","Garrett Hartley","K","PIT","K","PIT","null","0","null","null","532","35","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","0.0133","null","null","523","136","null","null","0.0028","null","null","null","0.0244","0","6.4002","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","2.0373","null","null","321","77","null","null","0.0692","null","null","null","3.4528","0.03","3.0943","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0.4428","null","null","444","139","null","null","0.1139","null","null","null","1.0542","0","4.2822","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","7.8074","null","null","137","36","null","null","0.2423","null","null","null","9.6048","3.8","5.2763","null",
"71247","null","James Casey","TE","DEN","TE","DEN","null","0.7285","null","null","413","64","null","null","0.0869","null","null","null","1.2684","0","3.1716","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0.1689","null","null","488","85","null","null","0.0025","null","null","null","0.26","0","5.1117","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","6.7616","null","null","170","10","null","null","0.1879","null","null","null","8.915","3.1","7.0306","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","7.0389","null","null","162","44","null","null","0.1303","null","null","null","8.4938","4.6539","4.2563","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","9.2227","null","null","89","6","null","null","0.0834","null","null","null","10.1731","7.7878","3.5005","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","8.5765","null","null","109","28","null","null","0.276","null","null","null","10.9659","5.55","5.2897","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","1.6692","null","null","341","47","null","null","0.1376","null","null","null","2.9144","0","4.3993","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","532","111","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","2.1274","null","null","318","42","null","null","0.1667","null","null","null","4.9281","0.01","13.9456","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","12.0175","null","null","44","7","null","null","0.1386","null","null","null","14.7245","9.39","6.2125","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.215","null","null","478","125","null","null","0.0297","null","null","null","0.4852","0","5.4034","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","0.9816","null","null","392","46","null","null","0.0867","null","null","null","1.652","-0.0689","6.8247","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","16.4214","null","null","16","16","null","null","0.2209","null","null","null","18.9588","13.2004","4.0825","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","6.5011","null","null","179","51","null","null","0.3767","null","null","null","8.2672","4.21","2.9904","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","4.8619","null","null","224","67","null","null","0.2062","null","null","null","7.1693","0.0317","5.5078","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","9.7304","null","null","75","18","null","null","0.2099","null","null","null","12.681","7.14","6.0326","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","3.5304","null","null","272","86","null","null","0.1201","null","null","null","4.1246","0","2.8674","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2519","null","null","466","59","null","null","0.0561","null","null","null","0.37","0","5.6162","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","1.3529","null","null","361","38","null","null","0.1083","null","null","null","2.7697","-0.104","5.1055","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.1571","null","null","374","126","null","null","0.0759","null","null","null","2.2408","0.0709","7.5696","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","4.6846","null","null","230","68","null","null","0.0607","null","null","null","6.1851","2.8","2.3798","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","3.0252","null","null","287","32","null","null","0.2058","null","null","null","3.7192","1.2","2.0309","null",
"89798","null","Antone Smith","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.554","null","null","144","25","null","null","0.2575","null","null","null","9.5322","5.4596","5.0457","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","4.5283","null","null","238","30","null","null","0.3303","null","null","null","5.8615","3.78","4.5176","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","5.6947","null","null","204","24","null","null","0.5492","null","null","null","6.7089","4.7129","5.9344","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","9.6352","null","null","79","3","null","null","0.4622","null","null","null","10.121","5.6229","4.5952","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","7.9706","null","null","129","7","null","null","0.2859","null","null","null","9.1536","7","6.1846","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","4.3475","null","null","241","31","null","null","null","null","null","null","5.2392","3","8.2366","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.1918","null","null","183","17","null","null","0.0494","null","null","null","7.9633","4.7","2.9176","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","9.2234","null","null","88","4","null","null","0.6301","null","null","null","10.4775","6.454","3.9396","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","5.6951","null","null","203","23","null","null","0.2448","null","null","null","6.507","3.7495","5.4112","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","7.5038","null","null","145","9","null","null","0.2605","null","null","null","9.4184","5.161","6.0179","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.0359","null","null","196","22","null","null","0.341","null","null","null","6.6562","3.9","4.7991","null",
"100011","null","Packers","DST","GB","DST","GB","null","6.7561","null","null","171","14","null","null","0.3451","null","null","null","8.1421","4.529","2.2457","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","5.2059","null","null","215","25","null","null","0.311","null","null","null","7.3356","1.7","5.3874","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","9.1227","null","null","92","5","null","null","1.1054","null","null","null","10.1684","8","7.1835","null",
"100014","null","Colts","DST","IND","DST","IND","null","7.2744","null","null","152","10","null","null","0.1294","null","null","null","8.7043","4.7052","2.1655","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","4.0485","null","null","256","32","null","null","null","null","null","null","5.6214","0.8","7.5985","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","4.6072","null","null","233","28","null","null","0.0477","null","null","null","5.3789","3.13","5.5007","null",
"100017","null","Rams","DST","STL","DST","STL","null","6.5212","null","null","178","15","null","null","0.2749","null","null","null","7.8934","4.6","1.8588","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.0851","null","null","217","26","null","null","0.4292","null","null","null","5.9319","4.1","6.56","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.1492","null","null","187","18","null","null","0.0461","null","null","null","7.8607","2.6","5.5099","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","6.3008","null","null","180","16","null","null","0.1303","null","null","null","8.1505","5.2","2.8571","null",
"100021","null","Patriots","DST","NE","DST","NE","null","10.1845","null","null","67","2","null","null","0.7552","null","null","null","11.9553","5.2024","8.1462","null",
"100022","null","Saints","DST","NO","DST","NO","null","4.5906","null","null","235","29","null","null","0.1527","null","null","null","6.5071","-0.6","9.6109","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","7.2121","null","null","154","11","null","null","0.2427","null","null","null","8.9053","1.9275","7.2626","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","8.0639","null","null","126","6","null","null","0.1459","null","null","null","9.6249","4.9118","5.1184","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","7.0779","null","null","161","12","null","null","0.2693","null","null","null","8.6116","4.4","2.3435","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","7.8656","null","null","135","8","null","null","0.4765","null","null","null","8.0175","4.4777","5.5158","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","6.861","null","null","166","13","null","null","0.2223","null","null","null","7.1642","4.5027","4.3708","null",
"100028","null","Chargers","DST","SD","DST","SD","null","6.1354","null","null","189","19","null","null","0.0718","null","null","null","7.1535","3.7582","5.0429","null",
"100029","null","49ers","DST","SF","DST","SF","null","6.071","null","null","193","20","null","null","0.0248","null","null","null","6.9095","3.9857","5.2429","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","10.7253","null","null","60","1","null","null","0.8154","null","null","null","12.1242","5.9452","9.2903","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","6.0563","null","null","194","21","null","null","0.1908","null","null","null","7.1792","4.3","4.6628","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","4.7047","null","null","229","27","null","null","0.1058","null","null","null","6.6303","1.6","4.4572","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.7617","null","null","411","103","null","null","0.0485","null","null","null","1.4697","0.0117","5.5287","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.4248","null","null","447","74","null","null","0.0259","null","null","null","0.9246","0.02","5.8194","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","11.6259","null","null","50","8","null","null","0.1798","null","null","null","13.4279","10.36","6.2995","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","14.6747","null","null","32","27","null","null","0.5135","null","null","null","16.68","10.1617","3.4361","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","11.7889","null","null","46","32","null","null","9.4218","null","null","null","13.4766","8.6701","4.9907","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","532","111","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","532","111","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","1.1547","null","null","375","41","null","null","0.0307","null","null","null","2.0969","0","1.8066","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","532","111","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","6.1345","null","null","190","45","null","null","0.7863","null","null","null","7.913","3.7509","2.516","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","9.2166","null","null","90","26","null","null","0.494","null","null","null","11.8283","7.0079","4.4963","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","1.3051","null","null","366","87","null","null","0.1853","null","null","null","2.3209","0.4509","3.4611","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","2.6463","null","null","299","71","null","null","0.301","null","null","null","3.6574","0.8497","3.9783","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","4.5999","null","null","234","52","null","null","0.3302","null","null","null","7.3588","1.52","3.563","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","4.9092","null","null","222","47","null","null","0.0887","null","null","null","6.0985","1.6287","1.9591","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","5.7873","null","null","202","46","null","null","0.9134","null","null","null","6.7997","3.852","4.0715","null",
"497206","null","James Starks","RB","GB","RB","GB","null","9.2502","null","null","87","25","null","null","0.2075","null","null","null","14.5541","2.3016","11.1577","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.2873","null","null","311","40","null","null","0.1541","null","null","null","2.5978","1.65","4.4284","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.4821","null","null","353","50","null","null","0.0721","null","null","null","1.9488","0","4.306","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","3.6479","null","null","269","26","null","null","0.1294","null","null","null","4.6167","1.45","2.708","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","8.7639","null","null","103","2","null","null","0.2644","null","null","null","10.9347","6.39","8.2686","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","2.5208","null","null","303","36","null","null","0.1345","null","null","null","3.7098","1.037","2.7678","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","11.7518","null","null","48","1","null","null","3.0459","null","null","null","13.4208","8.87","6.8702","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.7868","null","null","333","45","null","null","0.1083","null","null","null","2.6406","0.044","4.0947","null",
"497246","null","Michael Hoomanawanui","TE","NE","TE","NE","null","0.2029","null","null","480","82","null","null","0.0197","null","null","null","0.3756","0","5.6762","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.1757","null","null","486","84","null","null","0.0073","null","null","null","0.3423","0","5.2421","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","1.6877","null","null","340","46","null","null","0.0769","null","null","null","2.6068","0.02","5.055","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.101","null","null","512","156","null","null","0.0489","null","null","null","0.2213","0","7.7541","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","2.7588","null","null","296","97","null","null","0.0746","null","null","null","4.3442","0.7509","4.1778","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","3.6035","null","null","270","85","null","null","0.1254","null","null","null","8.9391","0","14.5517","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.1077","null","null","511","155","null","null","0.0309","null","null","null","0.2202","0","7.6176","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","3.0967","null","null","285","93","null","null","0.1435","null","null","null","6.3597","0","12.0092","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","3.8075","null","null","266","84","null","null","0.2406","null","null","null","4.5543","2.6517","3.8007","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","12.169","null","null","43","6","null","null","0.4818","null","null","null","14.1761","10.015","6.0922","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","7.9073","null","null","133","35","null","null","0.1588","null","null","null","9.436","6.1253","4.3144","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","13.4871","null","null","37","4","null","null","1.2378","null","null","null","15.3628","11.407","6.4751","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","532","111","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.4679","null","null","440","138","null","null","0.0786","null","null","null","1.0425","0","6.8234","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","5.0808","null","null","218","19","null","null","0.3302","null","null","null","6.2455","3.5","3.8864","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","14.8835","null","null","31","26","null","null","0.2899","null","null","null","16.1253","13.3777","2.6046","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","1.3614","null","null","360","33","null","null","1.3614","null","null","null","2.1046","0","4.9868","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","5.5032","null","null","211","60","null","null","0.2563","null","null","null","7.4426","1.4509","3.5156","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","3.1577","null","null","282","91","null","null","0.0422","null","null","null","5.0017","1.0437","4.0132","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","2.2683","null","null","312","73","null","null","0.0417","null","null","null","5.4092","0","4.5378","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","532","35","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","17.8454","null","null","11","11","null","null","0.3116","null","null","null","19.0027","16.0117","2.1274","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","3.8733","null","null","264","25","null","null","0.2546","null","null","null","4.8273","2.51","1.9648","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","3.3889","null","null","278","89","null","null","0.1351","null","null","null","4.5256","1.84","3.6543","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.2164","null","null","476","147","null","null","0.0112","null","null","null","0.527","0","7.4194","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","532","111","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","10.5916","null","null","62","17","null","null","0.1813","null","null","null","12.3162","6.6006","5.1136","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","532","111","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.005","null","null","528","160","null","null","0.005","null","null","null","0.0071","0","8.6755","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.8764","null","null","402","62","null","null","0.1289","null","null","null","1.6171","0","3.7126","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","15.67","null","null","24","22","null","null","0.4173","null","null","null","17.7039","12.0126","4.7166","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","532","235","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","1.6378","null","null","343","81","null","null","0.0961","null","null","null","2.2405","0.24","4.0858","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.2864","null","null","120","20","null","null","0.248","null","null","null","9.5771","5.4644","4.7641","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","7.1677","null","null","155","8","null","null","0.3096","null","null","null","11.0035","3.9","7.7442","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","1.5523","null","null","347","48","null","null","0.0558","null","null","null","2.1263","0.0026","1.6583","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","0.7456","null","null","412","133","null","null","0.0608","null","null","null","1.8124","0.0768","6.5232","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","0.7629","null","null","409","101","null","null","0.0006","null","null","null","1.1951","0.11","5.1268","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","7.0906","null","null","160","39","null","null","0.2964","null","null","null","10.3115","1.7493","5.5828","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","532","301","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0.9029","null","null","395","91","null","null","0.0094","null","null","null","1.5274","0.1354","5.6289","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","6.0717","null","null","192","53","null","null","0.2784","null","null","null","7.2374","4.2688","2.9075","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0.5354","null","null","433","69","null","null","0.0091","null","null","null","0.9382","0","3.1755","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","0","null","null","532","101","null","null","0","null","null","null","0","0","null","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.6162","null","null","424","50","null","null","0.1152","null","null","null","1.1246","0","4.5178","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","6.0242","null","null","197","14","null","null","0.1912","null","null","null","7.581","3.9606","5.7226","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.552","null","null","430","51","null","null","0.108","null","null","null","0.9826","0","4.6271","null",
