playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"4381","null","Garrett Hartley","K","PIT","K","PIT","null","0","null","null","485","30","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","0.0133","null","null","477","125","null","null","0.0033","null","null","null","0.0244","0","6.8203","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","1.9722","null","null","301","71","null","null","0.1853","null","null","null","3.4455","0","2.1933","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0.0614","null","null","466","142","null","null","0.0439","null","null","null","0.1462","0","6.9813","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","7.0856","null","null","142","38","null","null","0.3851","null","null","null","9.0647","3.6","5.5371","null",
"71247","null","James Casey","TE","DEN","TE","DEN","null","0.7477","null","null","374","62","null","null","0.0943","null","null","null","1.2316","0","2.8021","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0.2758","null","null","424","77","null","null","0.0436","null","null","null","0.4245","0","5.4758","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","5.0291","null","null","192","15","null","null","0.2213","null","null","null","6.1716","2.4","3.5544","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","7.1258","null","null","141","37","null","null","0.1731","null","null","null","8.7868","4.46","3.8486","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","0","null","null","485","30","null","null","0","null","null","null","0","0","null","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","8.324","null","null","108","29","null","null","0.1701","null","null","null","10.2821","5.3526","3.6373","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","1.6828","null","null","309","45","null","null","0.0745","null","null","null","2.3924","0","5.8113","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.3204","null","null","414","75","null","null","0.0344","null","null","null","0.6335","0","4.9397","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","13.6107","null","null","35","6","null","null","0.8332","null","null","null","15.4481","11","3.5084","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","485","61","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","1.0707","null","null","340","53","null","null","0.0816","null","null","null","2.1575","0","4.9591","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","4.6544","null","null","205","46","null","null","0.0234","null","null","null","10.4408","0","18.4387","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.2376","null","null","430","114","null","null","0.0479","null","null","null","0.514","0","5.6425","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.1943","null","null","330","33","null","null","0.0588","null","null","null","2.0594","-0.0689","2.2098","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.279","null","null","16","14","null","null","0.3533","null","null","null","18.7978","15.1317","3.163","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","7.9746","null","null","116","30","null","null","0.1308","null","null","null","12.0372","3.61","6.5032","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","2.4169","null","null","279","90","null","null","0.0356","null","null","null","3.3212","0.4279","4.866","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","10.4812","null","null","56","13","null","null","0.0627","null","null","null","12.1046","7.5193","4.9496","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","3.8394","null","null","231","68","null","null","0.0854","null","null","null","4.5575","0","2.8389","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2652","null","null","425","49","null","null","0.015","null","null","null","0.4235","0","5.991","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","2.2437","null","null","286","29","null","null","0.1549","null","null","null","4.4754","-0.104","9.8511","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.1794","null","null","331","110","null","null","0.0784","null","null","null","2.1895","0","3.1004","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","4.4684","null","null","215","60","null","null","0.2144","null","null","null","5.4632","2.8","2.5988","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","2.5028","null","null","273","33","null","null","0.0521","null","null","null","3.2336","0.7949","1.8301","null",
"89798","null","Antone Smith","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.8545","null","null","119","17","null","null","0.1509","null","null","null","9.5503","5.6893","2.9833","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","6.9492","null","null","144","11","null","null","0.1505","null","null","null","9.505","5.285","3.4798","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","7.851","null","null","120","9","null","null","0.6482","null","null","null","9.0091","4.8997","3.6558","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","8.5036","null","null","104","7","null","null","0.3995","null","null","null","9.0158","6.1877","3.6266","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","10","null","null","65","1","null","null","0","null","null","null","8.0495","0","9.1085","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.6239","null","null","179","25","null","null","0.2541","null","null","null","6.1754","3.1","3.1989","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.3069","null","null","162","20","null","null","0.2715","null","null","null","7.8636","4","3.3708","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","5.7399","null","null","177","24","null","null","0.2309","null","null","null","6.4409","4.9","3.6966","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","4.1633","null","null","224","32","null","null","null","null","null","null","5.1227","2.6","5.3643","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","8.8246","null","null","94","6","null","null","0.3943","null","null","null","10.3984","6.1188","6.8951","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.598","null","null","153","17","null","null","0.1379","null","null","null","8.2325","3.3","3.0897","null",
"100011","null","Packers","DST","GB","DST","GB","null","8.357","null","null","107","8","null","null","0.7033","null","null","null","10.7325","4.9591","4.4539","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","6.0358","null","null","166","21","null","null","0.0361","null","null","null","6.745","4.4","5.5387","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","5.9647","null","null","169","23","null","null","0.2828","null","null","null","8.6699","4","2.8485","null",
"100014","null","Colts","DST","IND","DST","IND","null","6.5543","null","null","156","18","null","null","0.2179","null","null","null","7.655","4.4","3.3588","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","6.6046","null","null","151","16","null","null","0.0284","null","null","null","8.3615","5.3","4.647","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","6.7692","null","null","147","13","null","null","0.0185","null","null","null","8.4232","4.6","2.8008","null",
"100017","null","Rams","DST","STL","DST","STL","null","5.3456","null","null","187","27","null","null","0.486","null","null","null","7.0497","3.7991","3.771","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","4.4894","null","null","213","31","null","null","null","null","null","null","5.199","3.4","4.0399","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","10","null","null","65","1","null","null","0","null","null","null","8.0495","0","9.1085","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","10","null","null","65","1","null","null","0.2832","null","null","null","8.0495","0","9.1085","null",
"100021","null","Patriots","DST","NE","DST","NE","null","6.3659","null","null","161","19","null","null","0.1945","null","null","null","7.5089","5.22","3.5615","null",
"100022","null","Saints","DST","NO","DST","NO","null","5.3941","null","null","186","26","null","null","0.2378","null","null","null","6.045","3.5549","4.4164","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","7.4565","null","null","131","10","null","null","0.5677","null","null","null","8.9342","1.6002","3.2324","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","10","null","null","65","1","null","null","0.8709","null","null","null","8.0495","0","9.1085","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","6.7357","null","null","149","15","null","null","0.1344","null","null","null","8.4623","3.9646","2.4851","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","9.4336","null","null","83","5","null","null","0.7694","null","null","null","10.8444","6.1","5.8879","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","6.7658","null","null","148","14","null","null","0.0956","null","null","null","7.4846","2.8111","3.1227","null",
"100028","null","Chargers","DST","SD","DST","SD","null","4.6372","null","null","206","30","null","null","0.3109","null","null","null","5.3108","3.6","6.0993","null",
"100029","null","49ers","DST","SF","DST","SF","null","4.7523","null","null","201","29","null","null","0.189","null","null","null","6.9482","-1","4.0813","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","6.0349","null","null","167","22","null","null","0.1825","null","null","null","7.3227","4.3","4.9356","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","6.8282","null","null","145","12","null","null","0.0607","null","null","null","8.405","6","3.9453","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","4.9669","null","null","195","28","null","null","0.2722","null","null","null","6.7861","4.26","2.8227","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.6604","null","null","379","97","null","null","0.0374","null","null","null","1.4653","0","4.2442","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.7554","null","null","371","61","null","null","0.0545","null","null","null","1.7364","0.05","3.1742","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","11.718","null","null","46","8","null","null","0.4344","null","null","null","13.1453","9.58","5.5476","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","17.4906","null","null","15","13","null","null","0.2902","null","null","null","18.7226","14.6852","2.5822","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.4493","null","null","404","45","null","null","0.0798","null","null","null","0.7867","0","5.6022","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","485","61","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","485","61","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","1.1008","null","null","338","35","null","null","0.0953","null","null","null","2.0183","0","1.8624","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","485","61","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","4.2424","null","null","221","52","null","null","0.1525","null","null","null","6.7977","0","6.2784","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","9.557","null","null","78","20","null","null","0.0661","null","null","null","11.596","6.2337","4.181","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","4.7267","null","null","202","45","null","null","0.0811","null","null","null","6.6685","0.5","7.8389","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","2.5963","null","null","271","67","null","null","0.4704","null","null","null","3.1899","1.4017","3.722","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","5.4264","null","null","183","40","null","null","0.2162","null","null","null","6.8617","3.1474","4.2039","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","4.5955","null","null","209","49","null","null","0.3069","null","null","null","5.6336","3.0017","2.6645","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","5.5007","null","null","182","39","null","null","0.077","null","null","null","6.3365","3.7","2.7821","null",
"497206","null","James Starks","RB","GB","RB","GB","null","4.2615","null","null","220","51","null","null","0.048","null","null","null","5.9037","1.9","3.1016","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","0.9004","null","null","355","58","null","null","0.0832","null","null","null","1.6309","0.0053","2.8497","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","3.116","null","null","256","28","null","null","0.2369","null","null","null","3.9041","1","2.3542","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","7.1814","null","null","137","7","null","null","0.0433","null","null","null","7.7099","5.25","6.7642","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","2.5749","null","null","272","32","null","null","0.0905","null","null","null","3.1222","1.781","3.9516","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","12.0046","null","null","43","1","null","null","3.5628","null","null","null","13.9628","9.12","7.4063","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","2.2108","null","null","289","38","null","null","0.0514","null","null","null","3.0393","0.36","2.9178","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.3443","null","null","411","73","null","null","0.0161","null","null","null","0.6779","0","4.8117","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","1.1414","null","null","335","52","null","null","0.1103","null","null","null","1.9542","0","2.2582","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0.6528","null","null","381","64","null","null","0.0507","null","null","null","1.2097","0","2.2256","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.115","null","null","453","137","null","null","0.0054","null","null","null","0.1834","0","6.7123","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","3.7383","null","null","235","70","null","null","0.0292","null","null","null","5.3293","1.6509","3.0134","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.0896","null","null","463","140","null","null","0.0261","null","null","null","0.1878","0","6.8026","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","2.7659","null","null","265","84","null","null","0.0659","null","null","null","5.0739","0","12.3499","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","2.4891","null","null","274","87","null","null","0.0428","null","null","null","4.867","-0.1503","6.9791","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","11.2816","null","null","50","10","null","null","0.1951","null","null","null","13.0422","7.1899","5.7224","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","8.9121","null","null","92","25","null","null","0.118","null","null","null","12.1072","6.6442","4.1843","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","13.6661","null","null","34","2","null","null","0.7305","null","null","null","15.7165","10.88","6.1131","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","485","61","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.1341","null","null","450","135","null","null","0.0181","null","null","null","0.2758","0","6.7599","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","7.7437","null","null","122","5","null","null","0.3184","null","null","null","10.3896","6.26","6.2134","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","15.9283","null","null","24","22","null","null","0.9835","null","null","null","17.8158","12.6004","4.354","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","0","null","null","485","30","null","null","0","null","null","null","0","0","null","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","7.7068","null","null","125","33","null","null","0.2496","null","null","null","8.6281","3.9509","4.4636","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","3.3215","null","null","245","76","null","null","0.0731","null","null","null","4.4315","0.6399","5.9721","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","3.1918","null","null","251","59","null","null","0.0623","null","null","null","5.3041","0","3.1142","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","485","30","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","16.6753","null","null","19","17","null","null","0.0873","null","null","null","17.8269","12.9389","3.8572","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","2.4356","null","null","277","35","null","null","0.1679","null","null","null","3.1199","0.7","1.9766","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.14","null","null","446","133","null","null","0.0051","null","null","null","0.3222","0","6.7582","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","485","61","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","11.1148","null","null","52","12","null","null","0.1525","null","null","null","13.9587","4.6399","6.1248","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","485","61","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.005","null","null","480","144","null","null","0.005","null","null","null","0.0071","0","7.4277","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.5956","null","null","387","66","null","null","0.0414","null","null","null","1.0639","0.121","4.6913","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","17.7424","null","null","14","12","null","null","0.3577","null","null","null","19.3209","12.7429","5.5791","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","7.9332","null","null","118","16","null","null","0.1234","null","null","null","9.6375","5.4918","3.3325","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","2.0531","null","null","296","42","null","null","0.0852","null","null","null","3.1077","0.0022","6.9896","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","0.8768","null","null","358","115","null","null","0.058","null","null","null","1.8053","0.0773","6.2438","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","0.7123","null","null","375","94","null","null","0.0454","null","null","null","1.1151","0","6.2179","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0.1691","null","null","443","131","null","null","0.0162","null","null","null","0.3442","0","6.5848","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","0","null","null","485","130","null","null","0","null","null","null","0","0","null","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0.9176","null","null","353","86","null","null","0.0293","null","null","null","1.5416","0","4.7633","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","0","null","null","485","300","null","null","0","null","null","null","0","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0.9456","null","null","351","56","null","null","0.0414","null","null","null","1.5041","0","5.7986","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","3.7421","null","null","234","23","null","null","0.2906","null","null","null","6.1859","0","7.6952","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.6085","null","null","385","43","null","null","0.0975","null","null","null","1.103","0","5.0437","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","0","null","null","485","94","null","null","0","null","null","null","0","0","null","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5726","null","null","391","44","null","null","0.1251","null","null","null","1.0608","0","5.1925","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","13.0634","null","null","37","28","null","null","10.8238","null","null","null","15.381","8.5426","6.2566","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","12.5284","null","null","41","5","null","null","0.5305","null","null","null","14.1059","10.54","6.0881","null",
