playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"71217","null","Kenny Britt","WR","STL","WR","STL","null","6.4337","null","null","179","49","null","null","0.1704","null","null","null","7.9078","3.8","2.2477","null",
"71247","null","James Casey","TE","DEN","TE","DEN","null","0.6298","null","null","423","70","null","null","0.0215","null","null","null","0.9172","0","5.8865","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0.2725","null","null","477","85","null","null","0.0402","null","null","null","0.4147","0","5.7292","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","6.1055","null","null","191","17","null","null","0.4024","null","null","null","8.1404","2.5","6.4774","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","6.2616","null","null","184","51","null","null","0.2131","null","null","null","8.7203","3.9509","5.2456","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","8.8797","null","null","106","13","null","null","0.0582","null","null","null","10.751","6.9553","3.2574","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","10.5356","null","null","61","17","null","null","0.1406","null","null","null","12.1669","6.27","5.1744","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","0.7579","null","null","412","67","null","null","0.0508","null","null","null","1.153","0","6.2227","null",
"71435","null","John Phillips","TE","FA","TE","FA","null","0.3129","null","null","469","81","null","null","0.0268","null","null","null","0.5831","0","5.3263","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","533","66","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","1.9354","null","null","335","47","null","null","0.1598","null","null","null","3.6208","0","10.978","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","10.4351","null","null","63","18","null","null","0.1508","null","null","null","13.227","7.31","6.6344","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","533","99","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.2059","null","null","487","127","null","null","0.0322","null","null","null","0.4496","0","7.8666","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.465","null","null","358","35","null","null","0.2112","null","null","null","2.4872","-0.0689","6.1777","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.8612","null","null","13","13","null","null","0.6133","null","null","null","18.9711","16.0017","2.5828","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","6.2258","null","null","185","52","null","null","0.3753","null","null","null","7.8321","3.54","3.7111","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","4.0612","null","null","258","80","null","null","0.2285","null","null","null","5.4196","-0.0491","2.7745","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","8.2443","null","null","126","30","null","null","0.1641","null","null","null","10.3522","6","5.1356","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","2.9837","null","null","296","95","null","null","0.0224","null","null","null","3.4118","0","3.4178","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2017","null","null","488","57","null","null","0.0262","null","null","null","0.3272","-0.024","4.8451","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","5.1096","null","null","215","33","null","null","3.5993","null","null","null","12.9583","0","13.4046","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.0005","null","null","389","131","null","null","0.0401","null","null","null","2.131","0.1709","6.5558","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","4.8992","null","null","223","61","null","null","0.0781","null","null","null","5.9623","2.7509","2.6995","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","null","0","null","null","533","99","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","1.0537","null","null","384","60","null","null","0.1103","null","null","null","1.6727","0.12","6.9114","null",
"89798","null","Antone Smith","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.5304","null","null","143","24","null","null","0.2017","null","null","null","9.0521","5.9684","4.7971","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","6.1982","null","null","188","19","null","null","0.2042","null","null","null","7.2071","4.3","4.8585","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","8.3014","null","null","123","3","null","null","0.3366","null","null","null","10.2398","4.9791","5.9081","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","6.2102","null","null","187","18","null","null","0.108","null","null","null","6.7772","5.4","7.1537","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","7.1195","null","null","152","10","null","null","0.2666","null","null","null","9.5355","5.3","5.9058","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.5818","null","null","206","28","null","null","0.613","null","null","null","6.1682","3.5465","6.5155","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.6411","null","null","172","13","null","null","0.1294","null","null","null","8.0286","5.6","5.3487","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","7.3677","null","null","147","7","null","null","0.1744","null","null","null","8.7467","4.6466","2.4074","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.6949","null","null","168","12","null","null","0.1118","null","null","null","6.9748","2.6904","5.2305","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","6.423","null","null","180","16","null","null","0.2057","null","null","null","8.1915","4.8254","4.5772","null",
"100010","null","Lions","DST","DET","DST","DET","null","7.6816","null","null","137","5","null","null","0.1791","null","null","null","9.4167","6.3","2.6462","null",
"100011","null","Packers","DST","GB","DST","GB","null","5.802","null","null","201","25","null","null","0.106","null","null","null","7.2862","3.6211","2.0284","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","7.1923","null","null","151","9","null","null","0.1271","null","null","null","9.0171","4.7","4.5166","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","7.6373","null","null","138","6","null","null","0.3563","null","null","null","8.4766","5","5.4802","null",
"100014","null","Colts","DST","IND","DST","IND","null","5.8594","null","null","198","23","null","null","0.0323","null","null","null","7.3634","4.3","3.1941","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","6.4984","null","null","176","15","null","null","0.1747","null","null","null","8.0044","4.7","4.8713","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","5.9102","null","null","196","22","null","null","0.0544","null","null","null","7.9862","3.8","3.1417","null",
"100017","null","Rams","DST","STL","DST","STL","null","10.6013","null","null","58","1","null","null","1.8466","null","null","null","13.3269","6.7","8.0058","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","3.281","null","null","280","32","null","null","null","null","null","null","4.9093","-1","7.1383","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","9.208","null","null","95","2","null","null","0.9333","null","null","null","12.6525","5.3705","11.3846","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","5.9817","null","null","193","21","null","null","0.0969","null","null","null","7.9463","4.1994","1.9558","null",
"100021","null","Patriots","DST","NE","DST","NE","null","7.1942","null","null","150","8","null","null","0.0383","null","null","null","8.2978","5.5917","3.5968","null",
"100022","null","Saints","DST","NO","DST","NO","null","6.2244","null","null","186","17","null","null","0.0202","null","null","null","8.6409","3.5707","3.1495","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.0063","null","null","192","20","null","null","0.0603","null","null","null","6.7227","1.6226","5.3627","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","7.011","null","null","155","11","null","null","0.343","null","null","null","8.0148","4.7087","1.7809","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","4.9402","null","null","221","30","null","null","0.8933","null","null","null","6.3271","4.3","5.4033","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","8.2481","null","null","125","4","null","null","0.5887","null","null","null","9.3849","4.1357","4.8769","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","5.8522","null","null","199","24","null","null","0.053","null","null","null","7.5079","3.8252","3.2105","null",
"100028","null","Chargers","DST","SD","DST","SD","null","4.9973","null","null","220","29","null","null","0.1208","null","null","null","5.8409","3.4","5.9375","null",
"100029","null","49ers","DST","SF","DST","SF","null","5.5957","null","null","205","27","null","null","0.3062","null","null","null","6.5044","3.5828","3.6923","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","5.7963","null","null","202","26","null","null","0.2076","null","null","null","6.2649","4","4.8464","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","4.8129","null","null","225","31","null","null","null","null","null","null","5.9453","2.6396","6.2229","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","6.525","null","null","175","14","null","null","0.0642","null","null","null","8.3537","3.8","5.5262","null",
"163982","null","Will Johnson","RB","FA","RB","FA","null","2.0659","null","null","329","79","null","null","0.2075","null","null","null","3.0623","0","2.7256","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.2111","null","null","486","89","null","null","0.0211","null","null","null","0.3472","0.05","6.463","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","10.1702","null","null","66","12","null","null","0.0287","null","null","null","12.9231","8.51","5.9655","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","17.2586","null","null","14","14","null","null","0.0236","null","null","null","19.0343","14.1377","4.653","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.2499","null","null","479","56","null","null","0.0542","null","null","null","0.4406","0","5.024","null",
"497117","null","Mike Kafka","QB","MIN","QB","MIN","null","0","null","null","533","66","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","CLE","QB","CLE","null","0","null","null","533","66","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.6312","null","null","422","44","null","null","0.0178","null","null","null","1.0635","0","2.8948","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","533","66","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","7.0662","null","null","154","35","null","null","0.1117","null","null","null","8.4285","4.1","3.4429","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","9.4423","null","null","82","25","null","null","0.0948","null","null","null","11.3852","7.9749","3.6998","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","1.7919","null","null","338","81","null","null","0.0263","null","null","null","2.8405","0.24","3.0425","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","1.2281","null","null","371","89","null","null","0.0398","null","null","null","2.5325","-0.0994","3.5255","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","6.8924","null","null","162","39","null","null","0.4651","null","null","null","9.5828","1.84","6.3752","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","4.1464","null","null","256","55","null","null","0.0835","null","null","null","5.3412","1.7359","2.7312","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","6.1899","null","null","189","41","null","null","0.5995","null","null","null","9.9779","2.7729","9.1519","null",
"497206","null","James Starks","RB","GB","RB","GB","null","3.3093","null","null","279","62","null","null","0.0715","null","null","null","4.2452","1.4017","2.7513","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.0638","null","null","330","44","null","null","0.0189","null","null","null","2.2022","1.42","4.8749","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.5255","null","null","355","52","null","null","0.1227","null","null","null","2.4045","0.0079","3.3441","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","3.0235","null","null","292","35","null","null","0.1628","null","null","null","4.002","1.42","2.5439","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","9.2242","null","null","94","2","null","null","0.3351","null","null","null","11.8882","6.55","8.2871","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","2.4921","null","null","314","42","null","null","0.4174","null","null","null","3.4414","1.457","3.4612","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","10.6099","null","null","57","1","null","null","1.4934","null","null","null","12.7226","8.74","6.92","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","2.0508","null","null","331","45","null","null","0.0636","null","null","null","2.7157","0.81","3.91","null",
"497246","null","Michael Hoomanawanui","TE","NE","TE","NE","null","0.2444","null","null","480","86","null","null","0.0243","null","null","null","0.4104","0","7.6642","null",
"497250","null","Anthony McCoy","TE","FA","TE","FA","null","0.1239","null","null","508","95","null","null","0.0364","null","null","null","0.1889","0","6.6257","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","533","99","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0","null","null","533","99","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","2.5433","null","null","312","41","null","null","0.2544","null","null","null","3.2895","0.02","2.7161","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.0694","null","null","516","160","null","null","0.0321","null","null","null","0.1107","0","8.0125","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","3.427","null","null","275","90","null","null","0.1513","null","null","null","4.3425","0.7509","3.5257","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","7.909","null","null","132","34","null","null","0.1404","null","null","null","8.9539","6.48","4.8728","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.0956","null","null","513","158","null","null","0.0154","null","null","null","0.192","0","7.579","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","NYG","WR","NYG","null","3.7614","null","null","264","83","null","null","0.0631","null","null","null","5.4238","1.1989","3.8236","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","4.4183","null","null","244","75","null","null","0.0885","null","null","null","6.0387","1.3617","2.9283","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","9.3993","null","null","86","22","null","null","0.0852","null","null","null","10.2306","6.5771","5.5231","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","9.2949","null","null","90","24","null","null","0.1786","null","null","null","11.9625","7.27","4.863","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","12.1261","null","null","45","4","null","null","0.4581","null","null","null","13.7047","10.33","6.2669","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","533","66","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","533","99","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.7871","null","null","407","135","null","null","0.0341","null","null","null","0.8986","0.6","7.9242","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","5.9382","null","null","195","18","null","null","0.6803","null","null","null","8.9655","3.5208","6.0999","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","16.4693","null","null","22","22","null","null","0.0357","null","null","null","17.9616","15.0643","2.2672","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","1.5352","null","null","354","33","null","null","1.5352","null","null","null","2.0993","0","6.0655","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","3.6269","null","null","269","86","null","null","0.0787","null","null","null","5.4816","0.3619","3.855","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","1.9717","null","null","334","112","null","null","0.2265","null","null","null","2.8452","0.7449","4.6956","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","3.6258","null","null","270","60","null","null","0.2725","null","null","null","4.7747","0","3.2116","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","533","34","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","SF","RB","SF","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","18.1035","null","null","10","10","null","null","0.1434","null","null","null","19.481","15.3503","2.6369","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","3.6148","null","null","271","29","null","null","0.3474","null","null","null","4.8223","1.4","2.0851","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","1.7706","null","null","340","113","null","null","0.0671","null","null","null","3.8422","0","4.5372","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.1383","null","null","505","157","null","null","0.0451","null","null","null","0.2784","0","7.5921","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","533","66","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","13.7207","null","null","37","6","null","null","0.8776","null","null","null","16.604","10.04","7.3771","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","533","99","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","533","66","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0348","null","null","521","162","null","null","0.0077","null","null","null","0.0496","0","8.3931","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.2755","null","null","476","84","null","null","0.017","null","null","null","0.5448","0","6.7829","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","14.9115","null","null","29","27","null","null","0.4591","null","null","null","16.5666","13.2271","2.6886","null",
"2495241","null","Daniel Thomas","RB","CHI","RB","CHI","null","0","null","null","533","139","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.2592","null","null","321","76","null","null","0.0722","null","null","null","4.0991","0.22","5.321","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","9.3849","null","null","88","6","null","null","0.1438","null","null","null","10.6438","7.7209","6.4635","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","7.9055","null","null","133","8","null","null","0.5208","null","null","null","11.5022","5.91","7.3876","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","1.3192","null","null","364","54","null","null","0.0598","null","null","null","2.0173","0.0026","3.2177","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.0521","null","null","385","129","null","null","0.0316","null","null","null","2.1176","0.1048","6.1235","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.1521","null","null","376","91","null","null","0.0773","null","null","null","1.976","0","4.835","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","4.7782","null","null","227","48","null","null","0.2695","null","null","null","6.8076","1.4","3.2436","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","533","166","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0.7661","null","null","410","103","null","null","0.0499","null","null","null","0.9801","0","6.6842","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","4.7429","null","null","230","66","null","null","0.0206","null","null","null","5.482","3.435","3.1082","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0.5599","null","null","435","74","null","null","0.1108","null","null","null","0.9855","0","3.1805","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","0","null","null","533","99","null","null","0","null","null","null","0","0","null","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.5762","null","null","431","47","null","null","0.0206","null","null","null","1.0318","0","4.108","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","6.8285","null","null","165","12","null","null","0.152","null","null","null","9.6315","4.705","7.4772","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.575","null","null","433","48","null","null","0.1007","null","null","null","1.0364","0","4.0868","null",
