playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"925","null","Jamaal Charles","RB","KC","RB","KC","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"927","null","Justin Forsett","RB","BAL","RB","BAL","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"929","null","BenJarvus Green-Ellis","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"941","null","Ray Rice","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"949","null","Jonathan Stewart","RB","CAR","RB","CAR","null","11.4827","null","null","51","51","null","null","0.4418","null","null","null","13.6537","7.6","4.987","null",
"1030","null","Mario Manningham","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1032","null","Jordy Nelson","WR","GB","WR","GB","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1060","null","Gary Barnidge","TE","CLE","TE","CLE","null","8.8259","null","null","95","95","null","null","0.6541","null","null","null","12.0022","6.06","6.0147","null",
"1062","null","Martellus Bennett","TE","CHI","TE","CHI","null","8.2379","null","null","107","107","null","null","0.2005","null","null","null","12.0027","6.87","6.9989","null",
"1072","null","Jermichael Finley","TE","FA","TE","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1581","null","DeSean Jackson","WR","WAS","WR","WAS","null","8.4035","null","null","102","102","null","null","0.0697","null","null","null","10.4127","4.3509","6.148","null",
"1966","null","John Carlson","TE","FA","TE","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1992","null","Craig Stevens","TE","TEN","TE","TEN","null","0.4412","null","null","366","366","null","null","0.0284","null","null","null","0.6645","0","4.8922","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","7.4509","null","null","129","129","null","null","0.2119","null","null","null","8.485","5.453","3.5986","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","null","4.7164","null","null","193","193","null","null","0.2043","null","null","null","6.2698","2.5035","1.6896","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","9.8603","null","null","73","73","null","null","0.6531","null","null","null","10.7733","6.852","6.0658","null",
"4381","null","Garrett Hartley","K","FA","K","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","1.0491","null","null","308","308","null","null","0.0183","null","null","null","1.8206","0","3.9525","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","2.7791","null","null","237","237","null","null","0.1451","null","null","null","3.7679","1","3.0882","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","4.7745","null","null","192","192","null","null","0.1405","null","null","null","5.9011","3.37","2.1867","null",
"71247","null","James Casey","TE","FA","TE","FA","null","0.0465","null","null","413","413","null","null","0.0139","null","null","null","0.0853","0","6.4826","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","4.3689","null","null","198","198","null","null","0.3617","null","null","null","4.8757","3.4389","4.3267","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","9.6036","null","null","77","77","null","null","0.3773","null","null","null","11.6056","6.82","5.0045","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","8.0998","null","null","115","115","null","null","0.1612","null","null","null","9.1347","6.4738","3.012","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","6.1867","null","null","161","161","null","null","0.1951","null","null","null","7.5873","3","4.1187","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","1.955","null","null","265","265","null","null","0.0786","null","null","null","2.811","0","4.212","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","0.0312","null","null","420","420","null","null","0.0312","null","null","null","0.0583","0","6.6912","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","12.5107","null","null","42","42","null","null","0.3062","null","null","null","13.569","10.87","3.4872","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.2251","null","null","385","385","null","null","0.0099","null","null","null","0.4378","0","6.0008","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.0813","null","null","303","303","null","null","0.0177","null","null","null","1.8263","-0.0689","7.3917","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","3.4416","null","null","219","219","null","null","0.1709","null","null","null","5.3724","0.4599","4.9341","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","0.6254","null","null","344","344","null","null","0.0396","null","null","null","1.4285","0","5.1616","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","1.8308","null","null","272","272","null","null","0.0483","null","null","null","2.3164","1.2","3.1661","null",
"89798","null","Antone Smith","RB","CHI","RB","CHI","null","2.5036","null","null","245","245","null","null","0.3515","null","null","null","5.3569","0","5.6389","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.0602","null","null","135","135","null","null","0.5108","null","null","null","9.4505","3","4.8696","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","7.8288","null","null","121","121","null","null","0.4935","null","null","null","8.1018","6.1941","3.6245","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","10","null","null","66","66","null","null","0","null","null","null","8.0495","0","8.209","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","8.7627","null","null","97","97","null","null","1.0447","null","null","null","9.2919","4.4","2.2445","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","6.6487","null","null","147","147","null","null","0.1409","null","null","null","7.1338","5.1","5.1966","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","3.9777","null","null","205","205","null","null","0.1441","null","null","null","5.2202","2.3","3.4817","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","8.8309","null","null","94","94","null","null","0.5352","null","null","null","11.6786","7.0851","5.5434","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","3.7842","null","null","210","210","null","null","null","null","null","null","5.0251","0","6.6912","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.6979","null","null","144","144","null","null","0.0322","null","null","null","8.4911","4.1","3.2658","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","9.7406","null","null","74","74","null","null","0.651","null","null","null","10.987","5.6654","5.7487","null",
"100010","null","Lions","DST","DET","DST","DET","null","10","null","null","66","66","null","null","0","null","null","null","8.0495","0","8.209","null",
"100011","null","Packers","DST","GB","DST","GB","null","6.7166","null","null","143","143","null","null","0.0263","null","null","null","7.5053","4.7411","5.3064","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","6.2522","null","null","159","159","null","null","0.2491","null","null","null","6.8864","3.2","4.5971","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","10","null","null","66","66","null","null","0","null","null","null","8.0495","0","8.209","null",
"100014","null","Colts","DST","IND","DST","IND","null","5.952","null","null","166","166","null","null","0.4924","null","null","null","6.7512","4.8436","3.2416","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","5.3509","null","null","177","177","null","null","1.1792","null","null","null","6.7721","4.3","4.4687","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","10","null","null","66","66","null","null","0","null","null","null","8.0495","0","8.209","null",
"100017","null","Rams","DST","STL","DST","STL","null","9.3325","null","null","82","82","null","null","0.4869","null","null","null","9.3134","7.6","5.7913","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.5014","null","null","174","174","null","null","0.117","null","null","null","5.8281","4.1","4.3655","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.5127","null","null","149","149","null","null","0.1351","null","null","null","6.9643","5.9","4.0248","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","7.6072","null","null","125","125","null","null","0.5456","null","null","null","8.4812","6","3.16","null",
"100021","null","Patriots","DST","NE","DST","NE","null","7.0597","null","null","136","136","null","null","0.3524","null","null","null","8.4071","4.6902","4.7987","null",
"100022","null","Saints","DST","NO","DST","NO","null","7.0635","null","null","134","134","null","null","0.1754","null","null","null","9.5184","3.7864","3.6278","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.6826","null","null","146","146","null","null","0.1019","null","null","null","7.2615","3.0377","2.5469","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","8.8445","null","null","93","93","null","null","0.0476","null","null","null","10.6472","4.0331","3.1507","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","8.8467","null","null","92","92","null","null","0.009","null","null","null","10.3921","6.4","2.4793","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","10","null","null","66","66","null","null","0.1297","null","null","null","8.0495","0","8.209","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","6.503","null","null","150","150","null","null","0.3498","null","null","null","7.4486","5.07","3.9706","null",
"100028","null","Chargers","DST","SD","DST","SD","null","5.4178","null","null","176","176","null","null","0.5595","null","null","null","7.127","2.8","2.3112","null",
"100029","null","49ers","DST","SF","DST","SF","null","4.3657","null","null","199","199","null","null","0.4354","null","null","null","6.4842","2.6","3.4588","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","10","null","null","66","66","null","null","0.4634","null","null","null","8.0495","0","8.209","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","6.0542","null","null","163","163","null","null","0.3275","null","null","null","6.5883","3.9554","2.8608","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","3.8829","null","null","206","206","null","null","null","null","null","null","4.181","1.3","3.1158","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.8281","null","null","324","324","null","null","0.0638","null","null","null","1.6067","0","3.0979","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.1517","null","null","395","395","null","null","0.0093","null","null","null","0.233","0","4.9655","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","12.0929","null","null","46","46","null","null","0.4532","null","null","null","14.0938","9.51","6.11","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","15.175","null","null","22","22","null","null","0.3782","null","null","null","17.4083","9.2315","5.1118","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.3469","null","null","372","372","null","null","0.0344","null","null","null","0.567","0","4.494","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","1.1858","null","null","296","296","null","null","0.0587","null","null","null","2.2427","0","6.5435","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","11.1536","null","null","54","54","null","null","0.2456","null","null","null","12.5565","7.96","3.6048","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","0.9726","null","null","315","315","null","null","0.0272","null","null","null","2.2099","0","2.4522","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","1.5263","null","null","285","285","null","null","0.0446","null","null","null","2.0159","0.4367","4.3332","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","6.0333","null","null","164","164","null","null","0.0995","null","null","null","7.7876","3.1497","3.4715","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","6.3788","null","null","154","154","null","null","0.1351","null","null","null","6.9216","4.88","3.6773","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","6.9905","null","null","138","138","null","null","0.1548","null","null","null","9.5901","3.447","8.152","null",
"497206","null","James Starks","RB","GB","RB","GB","null","4.7012","null","null","194","194","null","null","0.4003","null","null","null","5.5683","1.9","3.1549","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","1.739","null","null","276","276","null","null","0.0874","null","null","null","2.003","0.91","3.5999","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.167","null","null","298","298","null","null","0.0766","null","null","null","1.8469","0.0043","6.3705","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","12.3429","null","null","45","45","null","null","2.7565","null","null","null","14.963","9.52","4.5076","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.0907","null","null","301","301","null","null","0.0118","null","null","null","2.3908","0.13","4.783","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.7601","null","null","329","329","null","null","0.053","null","null","null","1.575","-0.052","4.3521","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.1243","null","null","403","403","null","null","0.0253","null","null","null","0.248","0","5.7903","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","0.4269","null","null","367","367","null","null","0.1082","null","null","null","0.7302","0","7.1228","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.1078","null","null","406","406","null","null","0.0605","null","null","null","0.2413","0","8","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","10.8982","null","null","56","56","null","null","0.3505","null","null","null","13.4751","8.11","6.5455","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","3.63","null","null","214","214","null","null","0.0454","null","null","null","4.8464","1.5509","4.6789","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","9.8704","null","null","72","72","null","null","0.2551","null","null","null","12.8613","8.27","5.2516","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.6839","null","null","336","336","null","null","0.0377","null","null","null","1.0713","0","6.3618","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","7.5912","null","null","126","126","null","null","0.0723","null","null","null","8.7504","4.8944","3.5715","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0.6475","null","null","340","340","null","null","0.0123","null","null","null","1.1878","0","3.9017","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","0.7929","null","null","326","326","null","null","0.0742","null","null","null","1.9102","0.1155","6.1757","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","11.3639","null","null","52","52","null","null","0.3313","null","null","null","12.5881","9.94","5.2037","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","13.028","null","null","35","35","null","null","0.7283","null","null","null","14.8847","11.08","5.6935","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","2.1553","null","null","254","254","null","null","0.0298","null","null","null","3.1567","0.6","4.8749","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","7.0593","null","null","137","137","null","null","0.3942","null","null","null","10.0774","5.16","5.9815","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","18.7238","null","null","9","9","null","null","1.0913","null","null","null","19.9502","15.93","3.3254","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","8.1033","null","null","114","114","null","null","0.0755","null","null","null","12.5626","0","9.85","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","0.8448","null","null","323","323","null","null","0.0356","null","null","null","1.4085","0","2.9941","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","5.2753","null","null","180","180","null","null","0.0718","null","null","null","6.6138","1.9509","4.2696","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","1.9067","null","null","267","267","null","null","0.0358","null","null","null","3.9395","0.07","4.1272","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","1.2297","null","null","294","294","null","null","0.0503","null","null","null","2.7022","-0.0181","2.785","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","2.059","null","null","263","263","null","null","0.1205","null","null","null","2.8979","0.7","3.9502","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","4.8177","null","null","191","191","null","null","0.0722","null","null","null","5.1424","3.5","4.5208","null",
"2495192","null","Greg Little","WR","FA","WR","FA","null","0.0465","null","null","413","413","null","null","0.0242","null","null","null","0.0853","0","8.6493","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","12.7431","null","null","38","38","null","null","0.0623","null","null","null","15.4983","8.65","5.886","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.1728","null","null","391","391","null","null","0.0092","null","null","null","0.2974","0.05","10.7399","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","17.4828","null","null","13","13","null","null","0.0839","null","null","null","19.1581","13.4271","4.0787","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","1.7588","null","null","275","275","null","null","0.1358","null","null","null","2.2345","0.8237","4.1592","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.168","null","null","109","109","null","null","0.0143","null","null","null","9.6914","6.4923","3.783","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","5.1325","null","null","184","184","null","null","0.4828","null","null","null","6.0653","3.5","3.7379","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","1.2498","null","null","292","292","null","null","0.1209","null","null","null","2.3498","0.15","5.9312","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.1669","null","null","299","299","null","null","0.1034","null","null","null","1.587","0","3.6445","null",
"2495315","null","Denarius Moore","WR","BUF","WR","BUF","null","0.3388","null","null","374","374","null","null","0.0794","null","null","null","0.7546","-0.0983","4.2461","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","0.9387","null","null","317","317","null","null","0.1295","null","null","null","2.3399","0","5.5197","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0","null","null","429","874","null","null","0","null","null","null","0","0","null","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.0676","null","null","305","305","null","null","0.0815","null","null","null","1.6465","0","2.5571","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","6.866","null","null","141","141","null","null","0.4025","null","null","null","10.9847","3.78","7.6902","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.5024","null","null","359","359","null","null","0.0737","null","null","null","0.8951","0","4.034","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","4.2097","null","null","202","202","null","null","0.4091","null","null","null","5.9248","2","4.2979","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","13.873","null","null","29","29","null","null","0.4447","null","null","null","15.0737","11.589","4.0429","null",
"2495443","null","Ryan Mallett","QB","FA","QB","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","10.7419","null","null","59","59","null","null","0.3995","null","null","null","12.1756","7.61","5.4891","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","429","429","null","null","0","null","null","null","0","0","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","13.1856","null","null","33","33","null","null","0.4183","null","null","null","14.4621","10.04","6.3282","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","3.1977","null","null","224","224","null","null","0.0732","null","null","null","4.3805","1.6","2.5803","null",
