playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"4381","null","Garrett Hartley","K","PIT","K","PIT","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","0.0133","null","null","472","472","null","null","0.0066","null","null","null","0.0244","0","7.8624","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0.3989","null","null","421","421","null","null","0.0296","null","null","null","0.5862","0","6.9542","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"71247","null","James Casey","TE","FA","TE","FA","null","0.518","null","null","408","408","null","null","0.0341","null","null","null","0.9088","0","4.7178","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0.3999","null","null","420","420","null","null","0.0783","null","null","null","0.6965","0","5.2449","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","7.6423","null","null","167","167","null","null","0.1553","null","null","null","9.1137","5.4231","7.9194","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","9.5775","null","null","117","117","null","null","0.1472","null","null","null","12.3848","6.92","3.0485","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","3.545","null","null","281","281","null","null","0.0479","null","null","null","4.1561","0.88","9.701","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.4477","null","null","416","416","null","null","0.0847","null","null","null","0.8344","0.01","5.0332","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","17.8014","null","null","22","22","null","null","1.3037","null","null","null","19.5226","13.17","5.6974","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","1.2096","null","null","357","357","null","null","0.0746","null","null","null","2.4824","0","4.9465","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","10.8975","null","null","91","91","null","null","0.2814","null","null","null","13.8272","0","17.4363","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.4669","null","null","413","413","null","null","0.0981","null","null","null","0.8695","0","5.8384","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.1478","null","null","359","359","null","null","0.2169","null","null","null","1.9496","-0.0689","2.8103","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.9995","null","null","19","19","null","null","0.2788","null","null","null","19.5113","15.26","2.8088","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","9.7573","null","null","114","114","null","null","0.2199","null","null","null","10.4461","8.6137","4.2499","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","3.3323","null","null","295","295","null","null","0.2563","null","null","null","5.12","0.7169","2.5288","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","16.5534","null","null","41","41","null","null","0.1765","null","null","null","18.4373","14.841","4.8314","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2597","null","null","437","437","null","null","0.0208","null","null","null","0.413","0","4.6724","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","13.6726","null","null","60","60","null","null","0.2952","null","null","null","16.8819","0","10.5123","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.2666","null","null","351","351","null","null","0.0779","null","null","null","2.5558","0.2243","12.9651","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","5.7817","null","null","231","231","null","null","0.0758","null","null","null","6.5139","4.9016","4.2664","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"89798","null","Antone Smith","RB","CHI","RB","CHI","null","0.5622","null","null","405","405","null","null","0.0894","null","null","null","1.2527","0","5.9704","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.2567","null","null","181","181","null","null","0.1072","null","null","null","9.1589","0","8.4306","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","7.4716","null","null","174","174","null","null","0.502","null","null","null","8.104","4.7729","7.9506","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","8.3024","null","null","150","150","null","null","0.3087","null","null","null","8.5817","4.984","3.5588","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","6.4373","null","null","213","213","null","null","0.4664","null","null","null","6.8584","4.0443","3.5325","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","7.8132","null","null","164","164","null","null","0.282","null","null","null","9.6957","6.1051","3.0719","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","6.0839","null","null","221","221","null","null","0.2621","null","null","null","7.2676","4","5.531","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","8.3479","null","null","148","148","null","null","0.0328","null","null","null","10.2297","6.9","4.7321","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","5.7859","null","null","230","230","null","null","0.2071","null","null","null","7.1804","3.04","3.0042","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","10","null","null","104","104","null","null","0","null","null","null","8.0495","0","7.4183","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","10.1441","null","null","101","101","null","null","0.1441","null","null","null","14.2723","4.3952","7.999","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.8631","null","null","193","193","null","null","0.2701","null","null","null","8.1048","4.984","3.3682","null",
"100011","null","Packers","DST","GB","DST","GB","null","9.1259","null","null","128","128","null","null","0.215","null","null","null","10.9968","4.937","4.8731","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","8.1743","null","null","152","152","null","null","0.4722","null","null","null","8.3062","7","5.2076","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.4786","null","null","211","211","null","null","0.218","null","null","null","8.7816","3.1","2.8538","null",
"100014","null","Colts","DST","IND","DST","IND","null","3.515","null","null","284","284","null","null","null","null","null","null","4.0984","2.5","5.2556","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","5.5596","null","null","236","236","null","null","0.8975","null","null","null","7.4215","3.8","3.3819","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","7.0023","null","null","189","189","null","null","0.1023","null","null","null","7.8356","5.3582","3.6973","null",
"100017","null","Rams","DST","STL","DST","STL","null","10","null","null","104","104","null","null","0","null","null","null","8.0495","0","7.4183","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","10","null","null","104","104","null","null","0.4371","null","null","null","8.0495","0","9.6003","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","5.5979","null","null","234","234","null","null","0.1563","null","null","null","6.1798","3.9","4.305","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","6.6623","null","null","202","202","null","null","0.1586","null","null","null","7.7562","5.5718","3.9114","null",
"100021","null","Patriots","DST","NE","DST","NE","null","7.5909","null","null","170","170","null","null","0.354","null","null","null","8.572","5.0388","3.6459","null",
"100022","null","Saints","DST","NO","DST","NO","null","4.0006","null","null","263","263","null","null","0.5633","null","null","null","5.497","-0.2","2.4574","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.5239","null","null","209","209","null","null","0.0428","null","null","null","6.7012","1.8537","4.4488","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","8.945","null","null","132","132","null","null","0.3328","null","null","null","10.0651","5.8031","5.8255","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","6.937","null","null","190","190","null","null","0.1743","null","null","null","8.9811","4.3","2.8189","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","8.8767","null","null","136","136","null","null","0.5389","null","null","null","9.9922","6.0679","3.6269","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","5.3237","null","null","240","240","null","null","1.5659","null","null","null","7.1107","3.0028","3.5073","null",
"100028","null","Chargers","DST","SD","DST","SD","null","3.3596","null","null","291","291","null","null","null","null","null","null","4.3134","-1.1","2.4747","null",
"100029","null","49ers","DST","SF","DST","SF","null","5.8577","null","null","228","228","null","null","0.1658","null","null","null","6.4625","3.5","3.5762","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","8.3276","null","null","149","149","null","null","0.0893","null","null","null","8.8598","6.2459","5.601","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","10","null","null","104","104","null","null","0.9645","null","null","null","8.0495","0","9.6003","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","6.4836","null","null","210","210","null","null","0.0256","null","null","null","7.4464","3.899","3.686","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.8472","null","null","383","383","null","null","0.0862","null","null","null","1.9703","0.01","4.0623","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.9059","null","null","377","377","null","null","0.1377","null","null","null","1.5152","0.03","4.07","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","19.2111","null","null","10","10","null","null","0.4816","null","null","null","20.8555","15.32","5.9586","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","17.5971","null","null","26","26","null","null","0.2783","null","null","null","18.2686","14.3277","2.7073","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.4816","null","null","411","411","null","null","0.0634","null","null","null","0.8502","0","4.4175","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.8702","null","null","381","381","null","null","0.0877","null","null","null","1.592","0","3.4276","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","6.2493","null","null","217","217","null","null","0.2831","null","null","null","7.3737","3.2509","2.2093","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","11.1622","null","null","86","86","null","null","0.0709","null","null","null","12.2035","8.44","3.0819","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","3.6439","null","null","273","273","null","null","0.0395","null","null","null","5.0012","1.4088","4.4967","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","5.9643","null","null","225","225","null","null","0.4058","null","null","null","9.6259","2.66","9.205","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","6.7412","null","null","198","198","null","null","0.0783","null","null","null","9.9357","4.0983","4.8081","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","7.2984","null","null","179","179","null","null","0.3847","null","null","null","9.4976","3.9526","4.2275","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","9.06","null","null","130","130","null","null","0.2803","null","null","null","10.9421","5.45","5.5202","null",
"497206","null","James Starks","RB","GB","RB","GB","null","6.5915","null","null","206","206","null","null","0.1488","null","null","null","8.2088","3.6741","2.4812","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","3.264","null","null","297","297","null","null","0.1229","null","null","null","3.9437","2.03","4.443","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.6497","null","null","338","338","null","null","0.156","null","null","null","2.6599","0.65","4.22","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","4.609","null","null","250","250","null","null","0.2099","null","null","null","5.2941","3.92","3.8194","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","11.1611","null","null","87","87","null","null","0.3795","null","null","null","14.5068","8.53","5.3968","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.8439","null","null","267","267","null","null","0.0264","null","null","null","4.1749","2.9049","4.4116","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","17.6887","null","null","24","24","null","null","4.1906","null","null","null","20.5787","14.16","7.4188","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.3682","null","null","344","344","null","null","0.0339","null","null","null","2.9013","0.25","4.4591","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.9223","null","null","374","374","null","null","0.0103","null","null","null","1.815","0","3.7132","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.9182","null","null","376","376","null","null","0.0404","null","null","null","1.5251","0.04","3.9117","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","1.0114","null","null","368","368","null","null","0.0535","null","null","null","2.0034","0","2.5465","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.1734","null","null","455","455","null","null","0.0211","null","null","null","0.3876","0","6.8176","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","6.628","null","null","203","203","null","null","0.0286","null","null","null","7.8352","3.9169","3.9949","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","13.6665","null","null","61","61","null","null","0.1971","null","null","null","18.0401","10.428","6.0691","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.1819","null","null","452","452","null","null","0.0141","null","null","null","0.3365","0","7.0349","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0.5545","null","null","406","406","null","null","0.0303","null","null","null","1.0691","0","5.1532","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","1.8222","null","null","330","330","null","null","0.0699","null","null","null","3.9316","-0.052","9.6938","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","17.321","null","null","31","31","null","null","0.5149","null","null","null","19.6485","12.71","5.436","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","12.5507","null","null","78","78","null","null","0.7976","null","null","null","13.5141","10.0921","3.5263","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","18.3092","null","null","15","15","null","null","0.2071","null","null","null","19.928","14.35","5.7522","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.1425","null","null","459","459","null","null","0.071","null","null","null","0.2939","0","7.1212","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","10.7047","null","null","94","94","null","null","0.4097","null","null","null","14.3522","8.42","5.7249","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","17.7605","null","null","23","23","null","null","0.1215","null","null","null","19.1944","14.5","3.3848","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","10.5875","null","null","96","96","null","null","0.2851","null","null","null","12.0189","6.3","4.4682","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","6.824","null","null","195","195","null","null","0.0586","null","null","null","9.7651","0.7577","5.9955","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","17.1644","null","null","35","35","null","null","0.1701","null","null","null","18.6956","13.5869","2.868","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","3.6397","null","null","274","274","null","null","0.0162","null","null","null","6.5671","1.03","6.1008","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.2884","null","null","434","434","null","null","0.0335","null","null","null","0.69","0","6.8785","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","15.9003","null","null","48","48","null","null","0.6706","null","null","null","18.0779","10.39","4.7014","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0944","null","null","463","463","null","null","0.0702","null","null","null","0.1492","0","7.7386","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","5.3196","null","null","241","241","null","null","1.6588","null","null","null","13.3532","0","10.5662","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.1626","null","null","320","320","null","null","0.1936","null","null","null","2.8601","0.27","3.7909","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","9.9619","null","null","109","109","null","null","0.7268","null","null","null","11.6847","6.43","5.6197","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","2.7533","null","null","307","307","null","null","0.3696","null","null","null","3.6084","1.63","5.3223","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.1421","null","null","360","360","null","null","0.1132","null","null","null","2.5568","0.0791","5.1322","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.2158","null","null","356","356","null","null","0.0505","null","null","null","1.8894","0.34","3.4613","null",
"2495315","null","Denarius Moore","WR","BUF","WR","BUF","null","0.216","null","null","447","447","null","null","0.0171","null","null","null","0.4806","0","6.8995","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","6.9127","null","null","192","192","null","null","0.1546","null","null","null","8.3455","4.32","3.3524","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","479","873","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.2454","null","null","352","352","null","null","0.0163","null","null","null","1.6429","0.659","5.0705","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","9.6745","null","null","115","115","null","null","0.3706","null","null","null","10.9894","8.32","3.743","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0","null","null","479","479","null","null","0","null","null","null","0","0","null","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","9.4311","null","null","121","121","null","null","0.4628","null","null","null","12.3486","5.12","6.4238","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.6231","null","null","400","400","null","null","0.1009","null","null","null","1.137","0","4.257","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","8.8974","null","null","135","135","null","null","0.529","null","null","null","9.7707","6.23","4.1829","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5628","null","null","404","404","null","null","0.1003","null","null","null","1.0362","0","4.3151","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","5.269","null","null","243","243","null","null","3.3462","null","null","null","12.7459","0.056","9.2348","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","17.3803","null","null","30","30","null","null","0.1905","null","null","null","19.1835","13.47","4.8656","null",
