playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2288","null","null","443","443","null","null","0.0471","null","null","null","0.3993","-0.074","5.4223","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","16.4748","null","null","41","41","null","null","0.119","null","null","null","17.3206","14.048","5.0906","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.2781","null","null","353","353","null","null","0.2737","null","null","null","2.2721","0.2253","3.8447","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","5.2406","null","null","239","239","null","null","0.1862","null","null","null","6.3143","4.0022","4.0097","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","2.9217","null","null","298","298","null","null","0.1747","null","null","null","4.31","0.45","4.5956","null",
"89798","null","Antone Smith","RB","CHI","RB","CHI","null","0.4675","null","null","408","408","null","null","0.0508","null","null","null","1.0292","0","4.59","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.3295","null","null","184","184","null","null","0.0235","null","null","null","9.0368","4.9762","4.0024","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","8.0664","null","null","166","166","null","null","0.3702","null","null","null","8.8527","6.2589","3.3062","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","5.9574","null","null","215","215","null","null","0.0187","null","null","null","7.3539","3.4","4.9525","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","10","null","null","114","114","null","null","0","null","null","null","8.0495","0","9.1342","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","9.7579","null","null","122","122","null","null","0.4132","null","null","null","9.8348","9.2","5.3592","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.954","null","null","216","216","null","null","0.048","null","null","null","6.716","4.5","3.1134","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.2678","null","null","208","208","null","null","0.3121","null","null","null","7.3104","5.3","3.2367","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","4.1263","null","null","263","263","null","null","null","null","null","null","5.8665","2.5","2.7511","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","5.9235","null","null","217","217","null","null","0.1201","null","null","null","6.9124","4.6","3.0547","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","6.6258","null","null","199","199","null","null","0.1691","null","null","null","8.4799","4.0394","2.9525","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.8236","null","null","194","194","null","null","0.162","null","null","null","7.3632","5.7302","3.7634","null",
"100011","null","Packers","DST","GB","DST","GB","null","8.7146","null","null","148","148","null","null","0.594","null","null","null","9.6283","5.1247","2.6571","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","7.6655","null","null","176","176","null","null","0.905","null","null","null","9.7904","5.6","2.4951","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.4724","null","null","202","202","null","null","0.1149","null","null","null","7.9154","5.7","3.2348","null",
"100014","null","Colts","DST","IND","DST","IND","null","5.6995","null","null","225","225","null","null","0.4299","null","null","null","5.6456","4.887","4.0492","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","10","null","null","114","114","null","null","0","null","null","null","8.0495","0","9.1342","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","9.0506","null","null","137","137","null","null","0.2756","null","null","null","9.2156","7.3349","3.3745","null",
"100017","null","Rams","DST","STL","DST","STL","null","10.1646","null","null","112","112","null","null","0.1646","null","null","null","10.881","9.4","6.8173","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.7183","null","null","224","224","null","null","0.1398","null","null","null","6.0055","4.2","5.8476","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","4.2886","null","null","261","261","null","null","null","null","null","null","4.8277","3.1","5.3211","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","7.7269","null","null","174","174","null","null","0.4824","null","null","null","7.8509","5.7777","4.6325","null",
"100021","null","Patriots","DST","NE","DST","NE","null","6.4409","null","null","204","204","null","null","0.1699","null","null","null","7.2947","4.3508","3.6239","null",
"100022","null","Saints","DST","NO","DST","NO","null","5.8885","null","null","219","219","null","null","0.1796","null","null","null","6.3793","3.9679","3.7615","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.6973","null","null","196","196","null","null","0.1481","null","null","null","7.4649","2.0811","3.7132","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","8.1749","null","null","161","161","null","null","0.2782","null","null","null","8.5535","6.7341","4.3507","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","10","null","null","114","114","null","null","0.121","null","null","null","8.0495","0","9.1342","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","9.6389","null","null","126","126","null","null","0.6959","null","null","null","10.2727","8.8379","5.831","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","4.9439","null","null","246","246","null","null","0.7365","null","null","null","5.1089","3.593","4.551","null",
"100028","null","Chargers","DST","SD","DST","SD","null","5.0816","null","null","244","244","null","null","0.4653","null","null","null","6.0124","2.1","3.5578","null",
"100029","null","49ers","DST","SF","DST","SF","null","6.2742","null","null","207","207","null","null","0.1616","null","null","null","7.3124","5.3","4.3252","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","8.8354","null","null","146","146","null","null","0.3906","null","null","null","9.4312","5.4164","5.4547","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","5.4575","null","null","229","229","null","null","0.4447","null","null","null","7.8364","3.56","3.3519","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","10","null","null","114","114","null","null","0.3016","null","null","null","8.0495","0","9.1342","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","1.1022","null","null","360","360","null","null","0.0955","null","null","null","2.2277","0","2.9397","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.3832","null","null","421","421","null","null","0.029","null","null","null","0.6236","0.04","5.9944","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","18.6992","null","null","19","19","null","null","0.4547","null","null","null","20.7034","14.98","3.9397","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.3699","null","null","424","424","null","null","0.0369","null","null","null","0.6321","0","5.364","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","5.7313","null","null","223","223","null","null","0.2851","null","null","null","6.9591","3.2509","2.3574","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","11.5026","null","null","93","93","null","null","0.1765","null","null","null","12.7526","8.92","2.3434","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","8.0576","null","null","167","167","null","null","0.7573","null","null","null","9.5644","4.31","2.9944","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","8.3457","null","null","157","157","null","null","0.1813","null","null","null","11.3777","3.3","8.2393","null",
"497206","null","James Starks","RB","GB","RB","GB","null","9.8764","null","null","119","119","null","null","0.5288","null","null","null","16.2582","6.0097","11.4252","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","3.1533","null","null","292","292","null","null","0.1887","null","null","null","3.6472","2","3.7306","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.8294","null","null","329","329","null","null","0.1824","null","null","null","2.6918","0.52","4.4309","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","3.9179","null","null","274","274","null","null","0.0755","null","null","null","4.4718","2.677","4.361","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","12.6485","null","null","84","84","null","null","0.3892","null","null","null","16.5045","10.49","6.1524","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","4.6372","null","null","252","252","null","null","0.5975","null","null","null","5.4783","2.8639","2.9638","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","17.5518","null","null","29","29","null","null","3.0729","null","null","null","20.068","14.21","6.1474","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","1.5773","null","null","339","339","null","null","0.0909","null","null","null","2.5678","0","3.5299","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0.0845","null","null","461","461","null","null","0.0845","null","null","null","0.135","0","6.64","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","1.0388","null","null","362","362","null","null","0.0695","null","null","null","1.8188","0","2.3128","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","9.0137","null","null","141","141","null","null","0.0767","null","null","null","14.691","0","12.6425","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","14.3049","null","null","62","62","null","null","0.2222","null","null","null","17.9674","9.88","4.6555","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","10.539","null","null","105","105","null","null","0.0364","null","null","null","12.1991","6.9927","3.5737","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0.0033","null","null","473","473","null","null","0.0017","null","null","null","0.0061","0","7.0035","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","16.3777","null","null","43","43","null","null","0.1987","null","null","null","18.7946","12.09","4.2819","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","12.4986","null","null","88","88","null","null","0.7069","null","null","null","15.1355","9.9152","2.773","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","18.2937","null","null","23","23","null","null","0.1531","null","null","null","20.3866","13.82","4.0191","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.1341","null","null","457","457","null","null","0.1274","null","null","null","0.2807","0","6.3757","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","19.1093","null","null","15","15","null","null","0.4055","null","null","null","20.9281","17.3993","4.1704","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","6.3488","null","null","206","206","null","null","5.6778","null","null","null","8.6059","0","9.6696","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","6.5877","null","null","200","200","null","null","0.1252","null","null","null","11.9845","0","8.0869","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","5.3419","null","null","237","237","null","null","0.0946","null","null","null","7.7815","3.58","3.6444","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","3.3145","null","null","289","289","null","null","0.2347","null","null","null","5.191","0.06","4.4873","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","15.4394","null","null","50","50","null","null","0.1123","null","null","null","16.5881","12.3486","6.1189","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","4.0593","null","null","266","266","null","null","0.0538","null","null","null","5.3602","2","3.7252","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","5.1472","null","null","242","242","null","null","0.304","null","null","null","6.749","1.08","4.3198","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.2932","null","null","432","432","null","null","0.0047","null","null","null","0.6748","0","6.116","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0099","null","null","471","471","null","null","0.0066","null","null","null","0.0142","0","6.9867","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.4233","null","null","412","412","null","null","0.0391","null","null","null","0.7929","0.15","4.932","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","475","873","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.8886","null","null","299","299","null","null","0.2154","null","null","null","3.5335","1.3827","4.0042","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","7.3763","null","null","183","183","null","null","0.0504","null","null","null","8.871","5.3137","6.3209","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","9.3258","null","null","131","131","null","null","0.5452","null","null","null","10.7517","6.18","3.4235","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","2.5488","null","null","311","311","null","null","0.1496","null","null","null","3.341","0.9","2.8219","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.3665","null","null","347","347","null","null","0.0855","null","null","null","2.4491","0.04","8.5056","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.3591","null","null","348","348","null","null","0.1176","null","null","null","2.2173","0.41","2.6551","null",
"2495315","null","Denarius Moore","WR","BUF","WR","BUF","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","6.2644","null","null","209","209","null","null","0.1468","null","null","null","9.9966","0.29","9.7478","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.2109","null","null","355","355","null","null","0.0508","null","null","null","1.7573","0.03","4.453","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","9.7771","null","null","120","120","null","null","0.3402","null","null","null","10.9602","7.35","4.5234","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.6511","null","null","333","333","null","null","0.0236","null","null","null","2.4686","0.627","3.0976","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.5414","null","null","399","399","null","null","0.0646","null","null","null","0.9794","0","4.8971","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","7.4755","null","null","178","178","null","null","0.3339","null","null","null","9.0215","3.9509","3.8133","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5575","null","null","396","396","null","null","0.0405","null","null","null","1.0245","0","4.8611","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","0","null","null","475","476","null","null","0","null","null","null","0","0","null","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","16.2081","null","null","45","45","null","null","0.2955","null","null","null","18.0302","12.5","3.2775","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","475","874","null","null","0","null","null","null","0","0","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","18.0862","null","null","27","27","null","null","0.8461","null","null","null","22.9839","15.66","4.9529","null",
