playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","10.0688","null","null","107","40","null","null","0.1268","null","null","null","12.1426","8.24","1.9393","null",
"1992","null","Craig Stevens","TE","TEN","TE","TEN","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","12.7824","null","null","76","26","null","null","0.4015","null","null","null","14.816","8.5389","5.2397","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","12.5749","null","null","80","22","null","null","0.5293","null","null","null","13.363","9.33","5.057","null",
"4381","null","Garrett Hartley","K","PIT","K","PIT","null","0","null","null","514","34","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","0.0266","null","null","504","128","null","null","0.0133","null","null","null","0.0487","0","7.5566","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","3.6138","null","null","302","71","null","null","0.4716","null","null","null","5.9395","0","4.6775","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","9.5027","null","null","126","48","null","null","0.1363","null","null","null","11.3564","6.9924","2.1073","null",
"71247","null","James Casey","TE","DEN","TE","DEN","null","0.8876","null","null","410","66","null","null","0.0727","null","null","null","1.4417","0.1996","3.4172","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","8.2923","null","null","174","16","null","null","0.3918","null","null","null","9.8718","6.19","3.1757","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","13.3078","null","null","70","24","null","null","0.2968","null","null","null","14.8185","11.1348","4.2496","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","8.5941","null","null","162","12","null","null","0.1004","null","null","null","9.414","7.5106","2.6931","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","9.2252","null","null","137","33","null","null","0.0894","null","null","null","11.5955","6.37","4.786","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","1.4587","null","null","366","58","null","null","0.2089","null","null","null","2.7599","0.17","1.9398","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.5538","null","null","438","74","null","null","0.0129","null","null","null","1.0131","0.04","5.0036","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","15.3967","null","null","47","9","null","null","0.487","null","null","null","19.2273","2.7887","11.6693","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","514","66","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","2.5641","null","null","324","45","null","null","0.2137","null","null","null","5.4572","0.01","14.6967","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","8.7875","null","null","154","39","null","null","0.6235","null","null","null","14.8466","0","12.8539","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.3945","null","null","454","116","null","null","0.1636","null","null","null","0.8747","0","5.3918","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.1149","null","null","388","40","null","null","0.1562","null","null","null","1.8854","-0.0689","2.6909","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","16.3119","null","null","32","17","null","null","0.1656","null","null","null","16.9756","14.0717","3.9601","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","11.4944","null","null","94","33","null","null","0.1333","null","null","null","13.4026","9.3","3.1653","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","6.6267","null","null","210","71","null","null","0.2048","null","null","null","8.9535","0.1089","5.6002","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","14.5714","null","null","58","20","null","null","0.5531","null","null","null","15.8396","13.09","4.2713","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","5.8659","null","null","240","81","null","null","0.0196","null","null","null","7.0953","2.0542","5.1367","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2301","null","null","470","53","null","null","0.0302","null","null","null","0.3716","-0.01","4.5768","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","1.4594","null","null","365","36","null","null","0.1801","null","null","null","3.0848","-0.104","3.6055","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","0.9581","null","null","401","134","null","null","0.2435","null","null","null","1.6139","0.21","4.0013","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","7.8643","null","null","183","65","null","null","0.2219","null","null","null","8.9022","5.5868","4.0547","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","4.7963","null","null","271","30","null","null","0.1133","null","null","null","6.0349","2.01","3.0385","null",
"89798","null","Antone Smith","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","0","null","null","514","34","null","null","0","null","null","null","0","0","null","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","5.8039","null","null","247","28","null","null","0.2547","null","null","null","7.2536","4.4","3.2844","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","5.4653","null","null","254","30","null","null","1.0831","null","null","null","5.444","3.7738","3.8548","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","7.8463","null","null","184","10","null","null","0.3388","null","null","null","9.6231","6.1","4.5434","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","9.9583","null","null","113","4","null","null","0.1713","null","null","null","12.0995","9.18","4.6641","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.8686","null","null","239","25","null","null","0.0345","null","null","null","7.0598","2.5","5.3207","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.9423","null","null","207","14","null","null","0.1926","null","null","null","8.1793","5.9","4.2715","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","7.3677","null","null","198","12","null","null","0.2382","null","null","null","8.0295","5.3411","3.5456","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.5772","null","null","214","17","null","null","0.1161","null","null","null","7.2116","3.8711","3.401","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","9.5581","null","null","125","7","null","null","0.9875","null","null","null","10.8049","5.4146","5.2686","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.7856","null","null","208","15","null","null","0.1402","null","null","null","6.987","6.6","5.67","null",
"100011","null","Packers","DST","GB","DST","GB","null","6.7138","null","null","209","16","null","null","0.1586","null","null","null","8.4142","4.4261","3.7062","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","10","null","null","110","2","null","null","0.0209","null","null","null","8.5412","0","10.9395","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.163","null","null","224","21","null","null","0.0406","null","null","null","7.3598","3.7","2.8108","null",
"100014","null","Colts","DST","IND","DST","IND","null","8.684","null","null","158","8","null","null","0.5322","null","null","null","9.9515","5.0865","3.1744","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","6.389","null","null","217","19","null","null","0.1527","null","null","null","6.7936","4.8","5.2944","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","6.3096","null","null","218","20","null","null","0.1479","null","null","null","7.3029","4.5","3.7239","null",
"100017","null","Rams","DST","STL","DST","STL","null","7.6472","null","null","189","11","null","null","0.305","null","null","null","9.2375","5.9","2.3961","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.8201","null","null","246","27","null","null","0.1016","null","null","null","6.7487","3.5","2.8293","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.1603","null","null","226","22","null","null","0.1015","null","null","null","8.5719","-1.4","6.9793","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","6.0846","null","null","227","23","null","null","0.1338","null","null","null","7.3453","4.3","3.0081","null",
"100021","null","Patriots","DST","NE","DST","NE","null","10","null","null","110","2","null","null","0.0739","null","null","null","8.5412","0","10.9395","null",
"100022","null","Saints","DST","NO","DST","NO","null","5.0234","null","null","265","31","null","null","null","null","null","null","5.7053","3.1","5.3067","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.5331","null","null","216","18","null","null","0.1838","null","null","null","7.7278","2.9354","4.479","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","8.4573","null","null","166","9","null","null","0.7105","null","null","null","8.7541","5.7771","4.2761","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","9.68","null","null","119","6","null","null","0.5589","null","null","null","10.2509","7.2564","3.3076","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","9.894","null","null","114","5","null","null","0.2749","null","null","null","11.4472","5.4776","5.2836","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","5.8482","null","null","242","26","null","null","0.0362","null","null","null","6.3917","3.1403","3.0815","null",
"100028","null","Chargers","DST","SD","DST","SD","null","7.3167","null","null","200","13","null","null","0.4528","null","null","null","7.7625","5.1564","3.2747","null",
"100029","null","49ers","DST","SF","DST","SF","null","3.741","null","null","297","32","null","null","null","null","null","null","4.783","0.2","5.7029","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","10.0228","null","null","109","1","null","null","0.0228","null","null","null","10.3621","6.0826","5.5667","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","5.633","null","null","253","29","null","null","0.3887","null","null","null","6.8058","3.7143","4.1601","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","6.033","null","null","229","24","null","null","0.1746","null","null","null","7.4615","2.8554","2.6165","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.9411","null","null","404","101","null","null","0.042","null","null","null","1.8547","0.01","3.618","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.9417","null","null","403","64","null","null","0.0456","null","null","null","1.7182","0.03","4.0007","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","16.2386","null","null","33","18","null","null","0.3296","null","null","null","18.0726","11.7157","2.9437","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","8.876","null","null","150","31","null","null","4.2941","null","null","null","15.7185","0.048","11.132","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","514","66","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","514","66","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.7588","null","null","418","45","null","null","0.0501","null","null","null","1.3776","0","3.4885","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","514","66","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","7.3766","null","null","197","46","null","null","0.0682","null","null","null","9.3257","5.3909","2.8462","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","3.9872","null","null","288","68","null","null","0.3102","null","null","null","5.9811","1.0626","6.8318","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","4.1689","null","null","285","66","null","null","0.1419","null","null","null","4.6739","3.47","6.8308","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","7.6282","null","null","190","44","null","null","0.1648","null","null","null","10.8129","3.5","8.4456","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","9.1564","null","null","139","34","null","null","0.1023","null","null","null","12.6613","6.01","5.7252","null",
"497206","null","James Starks","RB","GB","RB","GB","null","5.7088","null","null","249","54","null","null","0.3913","null","null","null","7.7522","3.1143","3.2295","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","3.8557","null","null","294","37","null","null","0.1805","null","null","null","5.2479","2.05","2.1227","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","2.0236","null","null","347","51","null","null","0.1442","null","null","null","3.1394","0.642","2.0684","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","5.6642","null","null","252","27","null","null","0.4465","null","null","null","6.3633","4.16","4.7093","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","12.4677","null","null","82","3","null","null","0.2637","null","null","null","13.5456","10.11","7.1662","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.8558","null","null","293","36","null","null","0.0366","null","null","null","4.8539","2.2079","4.9523","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","3.9102","null","null","290","34","null","null","0.044","null","null","null","6.8733","0.549","5.5325","null",
"497246","null","Michael Hoomanawanui","TE","NE","TE","NE","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.1953","null","null","481","86","null","null","0.0199","null","null","null","0.3881","0","6.3118","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","2.3265","null","null","332","47","null","null","0.0142","null","null","null","3.4671","0","3.4502","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.2047","null","null","474","154","null","null","0.0072","null","null","null","0.3698","0","7.1252","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","5.4014","null","null","255","84","null","null","0.1431","null","null","null","7.3656","2.9626","6.4826","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","8.4333","null","null","168","60","null","null","0.0659","null","null","null","13.5263","0","12.4478","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.231","null","null","469","151","null","null","0.01","null","null","null","0.4979","0","6.6474","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","1.0094","null","null","396","132","null","null","0.0313","null","null","null","1.9685","0","2.7635","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","6.2275","null","null","222","73","null","null","0.0955","null","null","null","7.1803","5.09","6.2756","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","17.644","null","null","18","6","null","null","0.544","null","null","null","18.7782","14.41","5.8117","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","13.2395","null","null","71","25","null","null","0.5544","null","null","null","14.922","11.5","3.5317","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","19.6207","null","null","9","3","null","null","1.5048","null","null","null","20.5845","17.25","6.6107","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","514","66","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.2259","null","null","471","152","null","null","0.0156","null","null","null","0.4661","0","7.0929","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","10.1639","null","null","104","8","null","null","0.2789","null","null","null","12.5539","8.37","5.0124","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","16.4318","null","null","31","16","null","null","0.1565","null","null","null","18.2268","13.1577","4.1724","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","1.295","null","null","378","32","null","null","1.295","null","null","null","1.9827","0","4.952","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","8.299","null","null","173","63","null","null","0.275","null","null","null","10.2387","4.6554","3.8226","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","1.1592","null","null","385","129","null","null","0.0762","null","null","null","1.5689","0.66","6.6431","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","4.2449","null","null","282","65","null","null","0.1271","null","null","null","7.2641","0","7.5503","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","514","34","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","17.4624","null","null","19","10","null","null","0.2055","null","null","null","18.4725","15.8926","3.0591","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","4.5699","null","null","276","32","null","null","0.5011","null","null","null","5.1594","3.56","4.477","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","5.3098","null","null","257","85","null","null","0.1486","null","null","null","6.3223","3.28","4.7908","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.3451","null","null","461","148","null","null","0.0738","null","null","null","0.8336","0","6.8214","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","514","66","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","15.0329","null","null","54","10","null","null","0.4415","null","null","null","15.7247","13.63","3.5104","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","514","94","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","514","66","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0199","null","null","507","160","null","null","0.0199","null","null","null","0.0284","0","8.2989","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","1.4342","null","null","367","59","null","null","0.3714","null","null","null","2.4262","0.16","3.072","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","17.6681","null","null","17","9","null","null","0.2921","null","null","null","19.1159","12.3817","4.4792","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","514","134","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.081","null","null","343","82","null","null","0.089","null","null","null","3.2346","0.29","5.1346","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","9.0102","null","null","145","8","null","null","0.2888","null","null","null","10.3927","6.9804","4.1356","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","9.9588","null","null","112","9","null","null","0.3513","null","null","null","11.1275","7.56","5.3429","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","3.2464","null","null","310","42","null","null","0.2508","null","null","null","4.0649","1.2037","4.0276","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.2918","null","null","379","128","null","null","0.1351","null","null","null","2.4828","0.0773","3.9706","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.2357","null","null","382","94","null","null","0.0917","null","null","null","1.8722","0.29","3.9175","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","8.312","null","null","172","40","null","null","0.2974","null","null","null","9.2227","3.9113","2.1813","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","514","301","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.5395","null","null","362","87","null","null","0.0824","null","null","null","2.0613","0.6797","5.5071","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","8.9771","null","null","147","54","null","null","0.1168","null","null","null","9.7153","7.435","3.8744","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.5997","null","null","360","57","null","null","0.1532","null","null","null","2.4588","0.733","2.3645","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","4.2273","null","null","284","33","null","null","0.3339","null","null","null","6.3912","0","11.4679","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.6858","null","null","425","47","null","null","0.0963","null","null","null","1.2701","0","3.9279","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","8.52","null","null","164","15","null","null","0.2709","null","null","null","9.0678","3.6034","4.6873","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5906","null","null","432","48","null","null","0.0786","null","null","null","1.083","0","4.0904","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","14.6681","null","null","57","27","null","null","0.3466","null","null","null","16.6634","10.8297","5.4464","null",
